idp;xl93;yl93;dep;csa;uta1;uta2;tm2;plisi;elisi;sfo;gest;incid;peupnr;dc;dcespar1;dcespar2;tplant;tpespar1;tpespar2;dist;iti;pentexp;portance;asperite;esspre;cac;ess_age_1
748480;508827;6768199;72;1;0;;3;0;;1;1;0;0;0;;;0;;;2;1;0;1;0;10;12;
748490;614771;6531499;23;1;0;;3;0;;3;1;0;0;0;;;0;;;2;1;0;1;0;09;11;
748494;576893;6781624;28;1;0;;3;0;;1;2;0;0;8;;;0;;;2;1;0;1;0;10;09;
748520;561554;6619870;36;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;2;0;02;11;
748528;554027;6675889;37;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;2;0;03;15;
748551;722489;6390721;48;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;2;1;0;52;16;
748560;545697;6875824;27;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;03;15;
748565;655567;6273404;81;1;0;;3;1;227;1;2;0;0;7;64;;0;;;1;1;1;2;0;09;14;
748569;500923;6296671;32;1;0;;2;1;10;3;2;0;0;0;;;0;;;1;1;0;1;0;05;14;
748574;951818;6686507;25;1;0;;3;0;;1;2;0;0;8;;;P;61;;1;2;1;1;0;61;09;
748580;480366;6226915;65;1;0;;3;0;;1;0;0;0;0;;;0;;;2;1;0;1;0;17;05;
748606;980608;6780191;88;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;3;2;0;61;14;
748648;619997;6439537;19;1;0;;3;1;190;1;0;0;0;0;;;0;;;1;1;1;1;0;10;10;
748675;740806;6548423;03;1;0;;3;0;;1;2;0;0;8;;;P;64;;1;1;1;2;0;64;07;
748693;851219;6841265;55;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;03;18;
748700;497076;6314684;32;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;05;14;
748705;1007004;6827930;67;1;0;;3;0;;2;2;0;0;0;;;0;;;0;0;2;1;0;09;04;
748724;694360;6490866;63;2;0;6;1;1;163;1;2;0;0;8;;;0;;;0;0;1;1;0;09;19;
748727;618242;6707330;41;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;24;07;
748730;466283;6215044;65;1;0;;3;0;;1;2;0;0;0;;;0;;;1;2;4;;;09;14;
748736;880164;6487288;38;1;0;;3;1;240;1;0;0;0;0;;;0;;;0;0;0;1;0;10;10;
748751;702976;6564729;03;1;0;;3;0;;1;2;0;0;0;;;I;64;52;0;0;0;2;0;52;08;
748754;1209250;6076863;2A;1;0;;3;0;;4;0;0;0;0;;;0;;;2;2;4;;;06;11;
748765;812786;6787628;10;1;0;;3;1;76;3;1;0;0;9;;;0;;;0;0;0;2;0;11;13;
748816;755793;6312517;34;3;6;0;3;0;;0;0;0;0;0;;;0;;;0;0;0;2;0;06;07;
748827;730015;6926248;02;1;0;;3;1;395;3;1;0;0;0;;;0;;;0;0;1;1;0;17;12;
748857;823753;6315936;30;3;0;;3;0;;0;0;0;0;0;;;0;;;0;0;1;2;0;06;09;
748864;1004246;6394306;04;1;0;8;3;0;;2;0;0;0;0;;;0;;;2;2;4;;;63;12;
748867;599889;6663516;36;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;0;1;0;02;14;
748868;778329;6378260;48;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;4;;;05;09;
748900;626102;6691276;41;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;02;14;
748905;829868;6681558;21;1;0;;3;1;65;1;1;0;0;0;;;0;;;0;0;1;1;0;52;10;
748935;779869;6324301;30;1;0;;3;0;;4;0;0;0;0;;;0;;;0;0;1;2;2;06;09;
749003;661040;6211425;11;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;3;1;0;05;10;
749016;1173576;6109138;2A;3;X;;3;0;;0;;0;1;0;;;0;;;0;0;3;2;2;06;NR;
749055;806814;6555856;69;1;0;;3;1;25;3;1;0;0;0;;;0;;;0;0;3;2;0;03;14;
749095;262948;6762220;56;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;10;06;
749099;966688;6788306;88;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;2;0;09;10;
749113;457806;6882548;14;1;0;;3;0;;3;1;0;0;0;;;0;;;2;1;0;1;0;02;11;
749134;766158;6710079;89;1;0;;3;0;;1;2;0;0;8;;;0;;;3;1;2;1;0;03;15;
749159;661669;6405220;15;1;0;;3;1;20;3;1;0;0;9;;;0;;;0;0;1;2;0;09;12;
749171;163427;6812987;29;1;0;;3;0;;3;2;0;0;9;;;0;;;0;0;0;1;0;02;09;
749211;796823;6555941;42;1;0;;3;1;279;1;2;0;0;0;;;0;;;0;0;2;2;0;64;08;
749214;902031;6706921;70;1;0;;3;0;;1;1;0;0;0;;;0;;;1;1;0;1;0;14;14;
749233;187505;6824786;29;1;0;;3;1;190;4;0;1;0;0;;;0;;;0;0;0;1;0;25;07;
749236;985971;6360497;04;3;0;8;3;0;;0;0;0;0;0;;;0;;;3;2;3;1;0;63;04;
749247;917844;6918646;57;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;09;15;
749248;488740;6514563;16;1;0;;3;0;;4;2;0;1;0;;;0;;;1;1;0;1;0;41;NR;
749251;734199;6948201;02;1;0;;3;0;;1;2;0;1;0;;;P;02;11;1;1;0;2;0;02;NR;
749253;828415;6745524;21;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;0;2;0;03;13;
749261;701797;6424863;15;1;0;;3;1;298;1;2;0;0;0;;;I;64;;0;0;1;1;0;64;06;
749284;350843;6267938;64;1;0;;3;2;380;1;2;0;0;0;;;P;63;;0;0;0;1;0;63;09;
749292;779399;6622034;71;1;0;;3;0;;1;2;0;0;8;;;P;64;;2;1;1;1;0;64;05;
749338;672468;6738852;45;1;0;;3;1;290;3;2;0;0;0;;;0;;;0;0;0;2;0;02;15;
749356;718223;6358789;48;1;0;;3;0;;1;2;0;0;9;;;0;;;0;0;0;2;0;52;07;
749365;998442;6416335;05;1;0;;3;0;;2;1;0;0;0;;;0;;;1;2;3;1;0;63;13;
749401;565934;6905638;27;1;0;;3;2;168;1;2;0;0;8;;;0;;;0;0;0;2;0;03;11;
749405;386214;6683271;49;1;0;;2;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;02;10;
749423;870882;6453399;26;1;0;;3;1;122;3;1;0;0;0;;;0;;;0;0;1;2;0;10;12;
749424;512569;6496381;24;1;0;;3;1;172;4;0;0;0;0;;;0;;;1;1;1;1;0;02;07;
749436;796684;6422062;07;1;0;;3;2;137;1;2;0;0;8;;;0;;;0;0;2;2;0;61;12;
749459;572511;6495883;87;1;0;;3;0;;1;2;0;1;4;52;10;P;51;;0;0;0;1;0;51;NR;
749478;806049;6465941;43;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;2;1;0;61;13;
749491;570530;6977561;76;1;0;;3;0;;1;2;1;0;0;;;0;;;0;0;0;1;0;09;13;
749498;886319;6739032;52;1;0;;3;0;;4;2;0;0;0;;;0;;;2;1;0;1;0;11;06;
749499;451967;6416956;33;1;0;;3;1;255;3;0;0;0;0;;;0;;;0;0;1;1;0;18;09;
749503;971047;6830240;54;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;02;17;
749539;637928;6433393;15;1;0;;3;0;;1;2;0;0;8;;;0;;;2;2;1;1;0;09;13;
749540;581573;6863532;27;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;03;13;
749548;678549;6155340;66;1;X;;3;0;;3;0;0;0;0;;;0;;;0;0;0;1;0;06;06;
749550;470493;6724547;49;1;0;;3;0;;1;2;0;0;0;;;P;54;;1;1;0;1;0;54;06;
749569;374914;6523493;17;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;02;12;
749597;658825;6185472;66;1;0;;3;0;;4;0;0;0;0;;;0;;;0;0;2;2;1;06;08;
749610;679641;6285189;81;1;0;;3;0;;1;2;0;0;8;;;P;62;;0;0;1;1;0;62;09;
749616;502744;6516445;16;1;0;;3;1;320;4;2;0;0;0;;;0;;;1;1;0;1;0;10;06;
749619;875134;6833065;55;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;15;18;
749626;971802;6686335;25;1;0;;3;1;296;1;2;1;0;9;;;0;;;2;1;2;1;0;61;15;
749632;759501;6632195;58;1;0;;3;1;50;3;1;0;0;0;;;0;;;1;1;0;1;0;02;15;
749638;755982;6924029;02;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;1;2;0;11;10;
749642;471730;6874438;14;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;52;08;
749666;931153;6259075;83;1;2;0;3;0;;1;2;0;0;0;;;0;;;0;0;1;2;0;57;12;
749693;558943;6186307;09;1;0;;3;0;;3;0;2;0;0;;;0;;;1;2;4;;;09;19;
749713;995701;6330443;04;1;0;6;3;0;;3;0;0;0;0;;;0;;;1;2;3;1;1;52;11;
749717;943964;6354866;04;1;0;;3;0;;4;1;0;0;0;;;0;;;0;0;3;1;1;09;15;
749733;801942;6687792;21;1;0;;3;0;;1;2;0;0;0;;;0;;;1;2;1;1;0;17;11;
749736;1000679;6790010;88;1;0;;3;0;;1;2;0;0;0;;;P;62;;0;0;2;1;0;62;10;
749738;646205;6467292;15;1;0;;3;0;;1;1;0;0;0;;;0;;;1;1;1;1;0;02;13;
749754;983930;6702218;25;1;0;;3;0;;1;1;0;0;0;;;0;;;2;2;2;1;0;09;15;
749759;889983;6467222;38;1;0;;3;0;;1;2;1;0;9;;;0;;;2;1;2;1;0;09;15;
749762;568415;6483928;19;1;0;;3;1;60;1;2;0;0;0;;;P;52;;1;2;0;1;0;52;05;
749763;991785;6686162;25;1;0;;3;0;;1;2;0;0;8;;;0;;;2;1;0;1;0;09;14;
749787;354763;6747482;44;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;03;10;
749794;525379;6836017;61;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;52;15;
749796;499427;6236746;31;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;1;1;0;10;11;
749799;630283;6713225;41;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;52;05;
749801;660167;6345291;12;1;0;;3;1;230;3;2;0;0;8;;;0;;;0;0;3;2;1;09;AA;
749807;606920;6189902;09;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;2;1;1;09;16;
749825;888969;6814958;88;1;0;;3;0;;3;2;0;0;0;;;B;09;;1;1;0;2;0;11;10;
749831;1017431;6877808;67;1;0;;3;2;382;1;1;0;0;0;;;0;;;0;0;0;2;0;03;07;
749841;552364;6476069;24;1;0;;3;0;;3;2;0;0;8;;;0;;;1;1;0;1;0;10;10;
749844;428541;6241328;64;1;0;;3;1;15;1;1;0;0;0;;;0;;;1;1;0;1;0;17;07;
749845;695851;6904549;60;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;24;10;
749849;552031;6436108;24;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;1;1;0;05;14;
749851;545805;6408187;24;1;0;;3;0;;1;0;0;0;0;;;0;;;0;0;2;1;0;05;12;
749856;937469;6644663;25;1;0;;3;0;;2;2;0;0;8;;;0;;;0;0;0;1;1;62;12;
749882;984267;6394478;05;1;0;;3;0;;1;2;0;0;0;;;0;;;1;2;3;1;1;61;20;
749911;357147;6305846;40;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;1;0;51;09;
749915;924329;6394995;05;1;0;;3;0;;1;0;0;0;0;;;0;;;4;2;3;1;0;09;15;
749928;946255;6504704;73;1;0;;3;0;;3;0;0;0;0;;;0;;;4;2;4;;;23;15;
749944;469156;6320909;32;1;0;;3;1;10;1;0;1;0;0;;;0;;;1;1;0;1;0;14;10;
749948;775941;6332326;30;1;0;;3;0;;4;0;0;0;0;;;0;;;2;2;3;2;1;06;09;
749958;998629;6784032;88;1;0;;3;0;;2;2;0;0;8;;;0;;;0;0;0;2;0;61;16;
749969;620916;6549432;23;1;0;;3;0;;1;2;0;0;0;;;P;74J;;0;0;0;1;0;74;06;
749981;642609;6157640;66;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;3;1;0;61;10;
749987;711908;6912409;02;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;17;12;
749998;852246;6961187;08;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;62;12;
750000;363778;6383713;40;1;0;;3;0;;1;2;1;0;0;;;S;51;;1;1;0;2;0;51;06;
750003;614483;6377643;12;1;0;6;3;0;;3;1;0;0;0;;;0;;;1;2;0;2;0;05;10;
750031;794510;6753807;21;1;0;;3;1;345;3;1;0;0;0;;;0;;;0;0;0;1;0;02;11;
750041;983945;6588307;74;1;0;0;3;0;;1;0;0;0;0;;;0;;;1;2;4;;;62;14;
750045;897175;6257369;13;1;0;;3;0;;1;1;1;0;0;;;0;;;1;2;2;2;1;51;07;
750046;575059;6561805;87;1;0;;3;1;378;3;0;0;0;0;;;0;;;0;0;0;0;0;13;11;
750060;532715;6516197;87;1;0;;3;0;;1;0;0;0;0;;;0;;;0;0;0;1;0;02;06;
750061;536009;6672042;37;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;0;1;0;10;11;
750109;559206;6817748;28;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;03;16;
750116;965993;6360670;04;1;0;6;3;0;;1;2;0;0;0;;;0;;;2;1;2;1;0;52;11;
750117;956350;6748423;70;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;2;0;02;17;
750127;772900;6797961;10;1;0;;3;1;275;3;1;0;0;0;;;0;;;0;0;0;1;0;17;10;
750131;912205;6379115;05;1;8;;3;0;;3;;0;0;0;;;0;;;2;2;4;;;05;12;
750139;589777;6409818;46;1;0;;3;0;;1;2;0;0;0;;;P;54;;2;1;0;2;0;54;09;
750153;760449;6508291;63;1;0;;3;0;;2;1;0;0;8;;;0;;;0;0;2;1;2;61;14;
750163;364762;6259832;64;1;0;;3;0;;3;0;0;0;0;;;0;;;2;1;1;1;0;13;15;
750170;488595;6738387;72;1;0;;2;1;271;1;2;0;0;0;;;P;22M;;1;1;0;1;0;22;05;
750172;493001;6546500;16;1;0;;3;1;390;3;2;0;0;8;;;0;;;1;1;0;1;0;02;12;
750181;946771;6564648;74;1;0;;3;0;;1;1;0;0;0;;;0;;;2;1;1;1;0;09;14;
750184;562188;6456005;24;1;0;;3;1;391;1;0;0;0;0;;;0;;;0;0;1;1;0;64;12;
750209;919544;6303129;04;3;0;;3;1;250;0;2;0;0;0;;;0;;;1;1;1;1;0;57;11;
750212;872247;6379458;26;1;0;;3;0;;4;0;0;0;0;;;0;;;2;2;4;;;05;14;
750247;773676;6654058;58;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;1;1;0;09;12;
750262;742686;6534419;63;3;0;;3;0;;0;0;1;0;0;;;0;;;1;1;3;1;1;52;07;
750269;920653;6780708;88;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;03;16;
750277;397677;6375444;40;1;0;;3;0;;1;2;0;2;3;51;;0;;;3;1;0;2;0;07;NR;
750287;405373;6339416;40;1;0;;3;0;;1;2;0;2;4;51;;0;;;0;0;0;1;0;02;NR;
750333;658657;6165496;66;3;X;;3;0;;0;;0;0;0;;;0;;;4;2;3;2;0;06;09;
750337;561919;6903673;27;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;09;09;
750357;1001332;6288438;83;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;2;1;0;05;11;
750358;994788;6802053;88;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;1;1;0;61;13;
750367;552967;6188354;09;1;0;;3;0;;3;0;0;0;0;;;0;;;4;2;4;;;09;16;
750378;916811;6798729;88;1;0;;3;0;;1;2;0;0;0;;;0;;;1;2;0;1;0;11;14;
750411;656867;6547132;23;1;0;;3;1;235;3;0;0;0;0;;;0;;;0;0;0;0;0;02;04;
750415;908611;6774816;88;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;11;15;
750420;884869;6803001;52;1;0;;3;0;;1;2;0;0;8;;;0;;;2;1;1;1;0;11;13;
750429;595253;6347833;82;1;0;6;3;0;;3;0;0;0;0;;;0;;;1;1;0;1;0;05;12;
750452;708363;6492746;63;1;0;;3;1;219;3;1;0;0;0;;;0;;;0;0;2;1;1;05;13;
750456;841055;6587537;71;1;0;;3;0;;4;0;0;0;0;;;0;;;0;0;2;1;0;03;12;
750457;921585;6656791;39;1;0;;3;1;175;1;2;0;0;8;;;0;;;1;1;3;1;0;02;14;
750483;256969;6764267;56;1;0;;3;1;383;1;0;0;0;0;;;0;;;0;0;0;1;0;02;07;
750486;999062;6833995;54;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;61;15;
750489;896496;6411219;26;1;8;5;3;0;;1;;0;0;0;;;0;;;4;2;4;;;61;17;
750511;954386;6752437;70;1;0;;3;1;221;1;2;0;0;9;;;0;;;0;0;0;1;0;09;15;
750524;758180;6358450;48;1;0;;3;0;;3;2;0;0;0;;;0;;;3;2;4;;;09;11;
750536;615818;6895228;75;1;0;;3;1;301;3;1;0;0;0;;;0;;;1;1;0;1;0;17;10;
750555;599480;6255893;31;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;1;1;0;02;10;
750565;823123;6593685;71;1;0;;3;0;;1;2;0;2;3;64;;P;64;;0;0;1;1;0;02;NR;
750580;349123;6301916;40;1;0;;3;0;;1;0;0;0;0;;;0;;;1;1;0;1;0;51;06;
750587;564768;6765736;41;1;0;;3;0;;3;2;0;0;9;;;0;;;1;1;0;1;0;03;13;
750591;754895;6560293;03;1;0;;2;1;70;1;2;0;0;8;;;P;64;;0;0;1;2;0;64;09;
750596;991379;6870039;57;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;11;06;
750617;852097;6359650;84;1;0;;2;1;393;4;1;0;0;0;;;0;;;0;0;0;0;0;06;07;
750628;892055;6359308;26;3;8;0;3;0;;0;0;0;0;0;;;0;;;1;2;2;1;0;52;NR;
750635;984094;6374500;04;1;0;;3;0;;1;0;1;0;0;;;0;;;3;2;3;1;1;52;13;
750699;726248;6362717;48;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;1;2;0;52;11;
750706;954885;6230901;83;1;0;;3;0;;1;1;0;0;0;;;0;;;1;2;2;2;1;08;16;
750710;784645;6416170;07;1;0;;3;0;;1;0;0;0;0;;;0;;;1;1;0;2;0;52;11;
750729;488638;6260810;32;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;0;1;0;07;14;
750733;621087;6211760;11;1;0;6;3;0;;3;1;0;0;0;;;0;;;0;0;1;1;0;05;09;
750766;575261;6825609;28;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;03;15;
750770;821840;6677629;21;1;0;;2;1;300;1;2;0;0;8;;;0;;;0;0;0;1;0;02;10;
750782;963601;6662424;25;1;0;;3;0;;1;2;0;0;0;;;P;62;;0;0;0;1;0;62;05;
750797;600768;6529617;23;1;0;;3;0;;1;2;0;1;4;64;;P;64;;2;1;0;1;0;64;NR;
750811;909126;6834772;54;1;0;;3;0;;1;1;0;0;0;;;0;;;1;1;2;1;0;09;14;
750828;802121;6473967;43;1;0;;3;0;;1;1;0;0;0;;;0;;;1;1;3;1;0;09;12;
750831;534459;6726016;37;1;0;;3;1;390;3;1;0;0;0;;;0;;;0;0;0;1;0;17;08;
750863;764580;6406350;48;1;0;;3;0;;1;0;1;0;0;;;0;;;0;0;2;1;0;52;10;
750869;551418;6242308;31;1;0;8;2;1;350;3;0;0;0;0;;;0;;;0;0;0;1;0;05;15;
750875;792545;6757821;89;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;2;0;11;15;
750893;396857;6275552;64;1;0;;3;1;200;1;0;0;0;0;;;0;;;0;0;0;1;0;02;12;
750894;377862;6395587;33;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;02;AA;
750922;641198;6823059;75;2;0;;1;1;150;4;2;0;0;0;;;0;;;0;0;0;2;0;14;05;
750951;606412;6487607;19;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;12;05;
750955;272859;6752147;56;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;0;1;0;61;13;
750977;594290;6471723;19;1;0;2;3;0;;3;2;0;1;3;10;;0;;;0;0;0;2;0;10;NR;
750980;378435;6221761;64;1;0;;3;0;;3;0;0;0;0;;;0;;;1;1;2;1;0;02;15;
750981;982390;6408481;05;1;8;;3;0;;2;;0;0;0;;;0;;;0;0;4;;;52;06;
750996;798432;6979638;08;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;03;13;
750998;747546;6636293;58;1;0;;3;0;;3;2;0;0;9;;;0;;;2;1;0;1;0;52;10;
750999;436329;6459046;17;1;0;;3;0;;1;2;0;0;0;;;S;51;;2;1;0;1;0;51;05;
751005;912699;6552951;01;1;0;;3;0;;2;0;0;0;0;;;0;;;0;0;2;1;0;05;12;
751019;849255;6845279;55;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;03;16;
751033;528371;6474270;24;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;10;11;
751035;576343;6955524;76;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;03;15;
751051;475381;6348829;47;1;0;;3;0;;1;2;0;0;0;;;S;51;;1;1;0;1;0;51;06;
751057;937039;6594707;01;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;09;15;
751062;907334;6858772;54;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;2;0;11;18;
751067;708195;6472765;43;1;0;;3;0;;3;0;0;0;0;;;0;;;2;1;4;;;03;13;
751076;768306;6492238;63;1;0;;3;0;;1;1;0;0;0;;;0;;;1;1;1;1;0;09;13;
751081;546749;6761889;41;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;10;14;
751085;1021829;6348199;06;1;0;8;3;0;;1;0;0;0;0;;;0;;;4;2;4;;;63;15;
751106;409201;6197535;64;1;0;;3;0;;1;0;0;0;0;;;0;;;1;2;4;;;61;19;
751108;634044;6327528;81;3;X;;3;1;57;0;;0;0;0;;;0;;;0;0;2;1;0;17;AA;
751122;933369;6632708;39;1;0;;2;1;220;3;0;0;0;0;;;0;;;1;2;2;1;0;31;08;
751126;927741;6327034;04;3;0;;3;0;;0;0;0;0;0;;;0;;;2;2;1;1;0;05;09;
751133;992391;6756105;68;1;0;;3;0;;1;2;0;0;8;;;0;;;2;1;3;1;1;09;15;
751134;458948;6778605;53;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;03;13;
751157;566100;6925625;76;1;0;;3;1;165;1;2;0;0;8;;;0;;;0;0;0;2;0;03;15;
751159;454426;6472884;16;1;0;;3;0;;3;0;0;0;0;;;0;;;1;1;0;1;0;07;10;
751165;925349;6281102;83;1;0;;3;0;;4;0;0;0;0;;;0;;;3;2;3;1;1;06;10;
751199;988982;6824089;54;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;61;11;
751216;408564;6241492;64;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;1;1;0;22;10;
751226;782723;6777891;10;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;03;10;
751228;241159;6786380;56;1;0;;2;1;90;3;0;1;0;0;;;0;;;0;0;0;1;0;02;13;
751253;541073;6560089;87;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;0;1;0;11;12;
751263;663928;6317288;12;1;0;;3;1;160;3;0;0;0;0;;;0;;;0;0;4;;;02;12;
751276;411350;6337369;40;1;0;;3;0;;1;2;0;0;0;;;P;51;;1;1;0;1;0;51;03;
751287;478107;6678517;37;1;0;;3;2;245;1;2;0;0;0;;;0;;;0;0;0;1;0;02;15;
751288;951752;6910358;57;1;0;;3;1;30;1;2;0;1;0;;;0;;;0;0;0;1;0;62;02;
751307;423305;6333275;40;1;0;;3;0;;1;2;0;0;8;;;S;51;;0;0;0;2;0;51;04;
751317;916627;6544924;01;1;0;;3;0;;3;2;0;0;8;;;0;;;0;0;4;;;03;13;
751323;987365;6868075;57;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;11;12;
751327;883858;6335402;84;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;2;2;0;52;NR;
751335;820385;6975453;08;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;1;0;03;11;
751340;1010758;6799916;68;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;2;1;0;61;14;
751341;877269;6849037;55;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;09;14;
751347;303487;6831844;22;1;0;;3;0;;1;2;0;0;8;;;P;04;;1;1;0;1;0;04;06;
751366;766375;6382358;48;1;6;0;3;0;;3;0;0;0;0;;;0;;;0;0;0;1;0;52;07;
751393;883069;6593172;39;1;0;;3;1;300;3;0;0;0;0;;;0;;;1;2;2;1;0;05;11;
751399;796304;6729809;21;3;0;;3;1;150;0;0;0;0;0;;;0;;;0;0;3;2;1;52;06;
751402;237469;6824384;22;1;0;;3;1;97;1;2;0;0;0;;;P;15S;;0;0;2;1;0;15;05;
751417;889484;6874916;55;1;0;;3;0;;1;2;0;0;8;;;0;;;2;1;0;1;0;03;13;
751418;636559;6985005;80;1;0;;3;1;23;4;0;0;0;0;;;0;;;1;1;0;1;0;25;09;
751430;849854;6915232;55;1;0;;3;0;;1;2;0;0;0;;;0;;;2;1;0;1;0;03;14;
751432;582418;6485809;19;1;0;;3;1;272;4;2;0;0;9;;;0;;;0;0;0;2;0;10;04;
751433;902880;6573019;01;1;0;;3;0;;2;2;0;0;8;;;0;;;1;1;1;1;0;62;14;
751441;549734;6400162;24;1;0;;3;0;;4;0;0;0;0;;;0;;;0;0;1;1;0;10;11;
751448;518853;6290528;32;1;0;;3;0;;1;1;0;0;0;;;0;;;1;1;0;1;0;02;15;
751451;617531;6383611;46;1;0;;3;0;;1;2;0;0;0;;;0;;;3;1;0;1;0;05;07;
751452;905885;6341207;04;1;0;;3;0;;1;0;0;0;0;;;0;;;2;2;2;2;0;52;05;
751464;976334;6748250;70;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;2;1;0;17;10;
751476;502247;6456503;24;1;0;;3;0;;1;2;0;0;0;;;P;53CO;;2;1;0;1;0;53;06;
751483;770609;6528187;42;1;0;;3;1;4;3;0;0;0;0;;;0;;;0;0;1;1;0;52;11;
751497;400216;6441360;33;1;0;;3;0;;1;2;0;0;0;;;P;51;;1;1;0;1;0;51;04;
751540;388261;6445454;33;1;0;;3;0;;1;2;0;1;0;;;S;51;;1;1;0;1;0;51;NR;
751543;470477;6480744;16;1;0;;3;0;;1;2;0;0;6;51;;0;;;1;1;1;1;0;07;10;
751559;341018;6287997;40;1;0;;3;0;;1;2;0;0;8;;;S;51;;0;0;0;1;0;51;05;
751578;732019;6454580;43;3;0;6;3;0;;0;0;0;0;0;;;0;;;2;1;3;1;1;05;NR;
751599;624139;6337601;81;1;0;;3;0;;4;0;0;0;0;;;0;;;0;0;4;;;05;13;
751607;570031;6917597;27;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;03;14;
751615;1016043;6717928;68;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;09;14;
751617;714257;6480707;63;1;0;;3;1;174;3;1;0;0;0;;;0;;;0;0;1;1;0;05;06;
