idp;xl93;yl93;dep;csa;uta1;uta2;tm2;plisi;elisi;sfo;gest;incid;peupnr;dc;dcespar1;dcespar2;tplant;tpespar1;tpespar2;dist;iti;pentexp;portance;asperite;esspre;cac;ess_age_1
702909;482184;6446678;24;1;0;;3;0;;3;2;0;0;8;;;0;;;0;0;0;1;0;02;13;
702910;712124;6464739;15;1;0;;3;0;;3;0;0;0;0;;;0;;;3;1;3;1;1;05;13;
702911;422901;6527096;17;1;0;2;2;1;210;3;2;0;0;0;;;0;;;1;1;0;1;0;03;12;
702912;636466;6497347;19;1;0;B;3;1;310;3;1;0;0;0;;;0;;;0;0;0;1;0;02;09;
702943;984936;6240631;83;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;1;2;1;40;15;
702983;1018700;6793851;68;1;0;;3;2;213;1;2;0;0;8;;;P;64;;0;0;0;2;0;64;08;
702990;483258;6576555;86;1;0;;3;0;;4;2;0;0;0;;;0;;;1;1;0;1;0;10;04;
702993;639518;6265547;81;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;0;0;09;15;
703001;485949;6418673;33;1;0;;3;1;140;1;2;0;0;0;;;0;;;0;0;0;1;0;02;12;
703005;478815;6280870;32;1;0;;3;1;335;1;0;0;0;0;;;0;;;1;1;1;1;0;05;12;
703009;886997;6585145;39;1;0;;3;1;80;2;0;0;0;0;;;0;;;0;0;1;2;1;02;09;
703031;762823;6788054;10;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;1;0;03;14;
703050;535510;6612093;86;1;0;;3;0;;3;2;0;0;8;;;0;;;1;1;0;1;0;02;13;
703058;558124;6687846;37;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;0;2;0;14;05;
703071;841568;6647484;71;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;14;07;
703072;724289;6958280;02;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;0;1;0;03;14;
703092;754133;6470378;43;1;0;B;3;1;151;1;2;0;0;0;;;I;62;;0;0;0;1;0;17;AA;
703094;1023496;6885751;57;1;0;;3;2;300;1;2;0;0;8;;;0;;;0;0;0;2;0;52;08;
703109;915105;6832721;54;1;0;;3;0;;1;0;0;0;0;;;0;;;0;0;0;1;0;02;12;
703114;758824;6552267;03;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;2;2;0;09;18;
703127;808942;6805649;10;1;0;6;3;2;280;3;2;0;0;9;;;0;;;0;0;0;1;0;11;10;
703129;483029;6790398;72;1;0;;3;0;;4;1;0;0;0;;;0;;;0;0;1;1;0;10;04;
703146;757673;6298516;34;1;0;;3;0;;4;0;0;0;0;;;0;;;2;2;1;2;1;06;12;
703160;648589;6513231;23;1;0;;3;0;;1;2;0;0;8;;;P;62;;1;1;0;1;0;62;08;
703190;896740;6788908;52;1;0;;2;1;310;1;1;0;0;0;;;0;;;1;1;0;1;0;17;08;
703238;871119;6831101;55;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;09;10;
703242;524358;6472305;24;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;05;13;
703253;441422;6834712;61;1;0;;2;1;53;3;2;0;0;0;;;P;13G;;1;1;0;1;0;25;04;
703262;963710;6906257;57;1;0;;3;1;210;1;2;0;1;3;11;03;0;;;1;1;1;1;0;22;NR;
703263;610257;6469591;19;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;12;07;
703267;1037417;6877635;67;1;0;;2;2;105;1;1;0;0;0;;;0;;;1;1;0;1;0;13;09;
703275;616445;6731328;41;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;52;10;
703276;621167;6579405;23;1;0;;3;0;;1;2;0;1;0;;;0;;;1;1;0;1;0;02;NR;
703312;527842;6891963;27;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;02;11;
703315;891525;6647057;39;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;02;14;
703316;986316;6400455;05;3;0;;3;1;321;0;0;0;0;0;;;0;;;3;1;2;1;0;63;12;
703329;870772;6557308;01;1;0;;3;1;210;3;2;0;0;8;;;0;;;1;1;0;1;0;02;11;
703343;1199526;6106912;2A;1;0;8;3;0;;4;0;0;0;0;;;0;;;2;2;2;2;0;06;12;
703363;386459;6957091;50;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;1;1;0;10;10;
703387;754726;6540312;42;1;0;;3;0;;2;2;0;0;8;;;0;;;1;1;1;1;0;61;14;
703391;881369;6860994;55;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;09;08;
703395;679036;6806750;77;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;0;2;52;11;
703417;993824;6344445;04;3;8;;3;0;;0;;0;0;0;;;0;;;4;2;4;;;63;08;
703451;542403;6719954;37;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;2;0;03;14;
703458;672489;6147401;66;3;0;;3;0;;0;1;0;0;0;;;0;;;3;2;1;1;1;10;AA;
703472;797928;6685827;21;1;0;;3;2;27;3;2;0;0;9;;;0;;;0;0;0;2;0;02;15;
703482;562988;6312138;82;1;0;;2;0;;3;0;0;0;0;;;0;;;1;1;0;1;0;05;05;
703483;592280;6709545;41;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;0;2;0;52;05;
703499;652232;6709043;18;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;2;0;03;04;
703510;978621;6550385;74;1;0;;3;0;;2;2;0;0;8;;;0;;;3;2;4;;;09;20;
703528;881638;6309448;84;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;3;2;1;05;13;
703548;752052;6932058;02;1;0;;3;0;;3;2;0;0;9;;;0;;;0;0;0;1;0;17;13;
703559;1034237;6741752;68;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;2;0;03;15;
703567;996059;6718101;25;1;0;;3;0;;1;1;0;0;0;;;0;;;1;1;3;1;0;17;08;
703568;761296;6608199;71;1;0;;3;1;60;1;2;0;0;0;;;P;64;;0;0;0;1;0;64;04;
703569;534431;6482212;24;1;0;;3;0;;4;1;0;0;0;;;0;;;1;1;0;1;0;10;08;
703574;718647;7000306;59;1;0;;2;0;;3;1;0;0;9;;;0;;;1;1;0;2;0;33;13;
703576;925084;6598806;39;1;0;;3;0;;2;2;0;0;8;;;0;;;1;1;3;1;1;09;13;
703580;738044;6930178;02;1;0;;3;0;;3;1;0;0;0;;;0;;;1;2;1;1;0;17;11;
703623;683570;6277164;34;1;6;0;3;0;;3;0;0;0;0;;;0;;;1;2;1;2;0;09;07;
703624;850790;6557479;01;1;0;;3;1;145;3;2;0;0;0;;;0;;;0;0;0;1;0;14;05;
703632;925528;6882601;57;1;0;;3;0;;1;1;0;0;0;;;0;;;2;1;1;1;0;11;09;
703633;911594;6656876;39;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;1;1;0;11;15;
703640;532022;6913915;27;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;52;14;
703648;915363;6862700;54;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;11;13;
703674;545365;6835851;28;1;0;;3;0;;1;2;0;0;8;;;P;22M;;0;0;0;1;0;22;06;
703675;874791;6793094;52;1;0;;3;2;265;3;2;0;0;8;;;0;;;0;0;0;2;0;11;13;
703692;784262;6723915;89;1;0;;3;0;;1;2;1;0;7;09;03;0;;;1;1;0;2;0;09;12;
703711;368437;6953241;50;1;0;;3;1;294;1;2;0;0;8;;;0;;;1;1;0;1;0;64;10;
703733;659974;6916845;60;1;0;;3;0;;4;1;0;0;0;;;0;;;1;1;1;1;0;31;07;
703746;698794;6542783;63;1;0;;2;1;259;3;0;0;0;0;;;0;;;0;0;0;0;0;13;05;
703759;791865;6677885;58;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;03;14;
703760;460321;6460846;17;3;0;;3;0;;0;0;0;0;0;;;0;;;1;2;0;1;0;51;04;
703762;894425;6519138;01;1;0;;3;0;;3;1;0;0;0;;;0;;;3;1;0;1;0;31;11;
703764;872912;6807101;52;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;2;0;09;07;
703791;393911;6403447;33;1;0;;3;0;;1;1;0;0;0;;;0;;;2;1;0;1;0;51;NR;
703794;556792;6527986;87;1;0;;3;0;;1;2;0;1;0;;;P;13G;;0;0;0;1;0;13;NR;
703800;772136;6708030;89;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;1;1;0;03;14;
703803;839005;6815386;52;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;02;08;
703816;506922;6538391;16;1;0;;3;1;230;3;0;0;0;0;;;0;;;1;1;0;1;0;24;03;
703842;860527;6761238;52;1;0;;3;0;;1;2;0;0;0;;;P;15S;;0;0;0;1;0;15;06;
703853;958381;6520585;74;1;0;2;3;0;;1;1;0;0;0;;;0;;;0;0;1;1;0;62;11;
703859;656490;6383285;12;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;1;2;0;10;10;
703860;904072;6479090;38;1;0;;3;0;;4;2;0;0;0;;;0;;;2;1;2;1;0;10;AA;
703863;810601;6413951;07;1;0;;3;0;;3;2;0;0;9;;;0;;;0;0;2;2;1;10;08;
703864;903408;6285286;13;1;0;2;3;0;;1;2;0;0;0;;;0;;;1;1;2;2;0;57;14;
703869;973444;6876191;57;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;1;1;0;02;17;
703879;641064;6211592;11;1;0;;3;0;;4;0;0;0;0;;;0;;;0;0;0;1;0;06;05;
703888;597432;6249916;31;1;0;;2;1;363;1;0;0;0;0;;;0;;;0;0;2;1;0;17;08;
703920;399891;6645188;85;1;0;;2;1;130;1;1;0;0;0;;;0;;;0;0;0;1;0;17;07;
703930;1006469;6420261;05;3;8;;3;0;;0;;1;0;0;;;0;;;3;3;5;;;63;09;
703933;936626;6430855;38;1;0;;3;0;;2;1;1;0;0;;;0;;;2;1;4;;;61;14;
703953;898790;6794887;52;1;0;;3;0;;3;0;0;0;0;;;0;;;1;1;2;2;0;20;11;
703954;692621;6758668;45;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;1;2;0;14;07;
703964;1036200;6737738;68;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;2;0;20;13;
703965;567033;6557875;87;1;0;;3;1;195;4;2;4;1;0;;;0;;;0;0;0;2;0;10;NR;
703969;693464;6858596;77;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;17;09;
703997;844557;6763373;52;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;02;14;
704010;901946;6696929;70;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;03;16;
704039;515445;6602268;86;1;0;;3;0;;3;2;0;0;7;02;52;0;;;0;0;0;1;0;52;NR;
704063;397844;6639209;85;1;0;;3;1;166;1;2;1;0;9;;;0;;;0;0;0;1;0;03;14;
704066;610471;6375678;12;3;6;0;3;0;;0;0;0;0;0;;;0;;;0;0;0;2;0;69;AA;
704071;991958;6706145;25;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;2;1;0;09;13;
704089;452461;6476896;16;1;0;;3;0;;1;2;0;1;0;;;P;51;;1;1;0;1;0;07;NR;
704098;659789;6419223;15;1;0;;3;0;;3;0;1;0;0;;;0;;;1;2;3;2;0;09;15;
704102;996911;6470297;73;1;0;;3;0;;1;1;0;0;0;;;0;;;3;1;4;;;62;16;
704110;502495;6486474;24;1;0;;3;1;243;3;0;0;0;0;;;0;;;2;1;0;1;0;49;NR;
704114;835931;6923347;08;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;02;15;
704139;402505;6233550;64;1;0;;3;0;;1;2;0;0;0;;;0;;;1;2;4;;;04;07;
704145;536479;6488190;24;1;0;;3;0;;1;2;0;1;4;10;;P;77;;1;1;0;1;0;77;NR;
704146;583466;6371908;46;1;0;;3;0;;1;2;0;0;0;;;P;53CO;;1;1;0;2;0;53;09;
704153;277278;6804075;22;1;0;;3;0;;1;2;0;0;9;;;0;;;0;0;0;1;0;03;12;
704161;561721;6639853;36;1;0;;3;2;354;1;1;0;0;0;;;0;;;1;1;0;1;0;02;11;
704171;690051;6335050;12;1;0;;2;2;245;3;0;0;0;0;;;0;;;0;0;0;2;0;22;08;
704181;738128;6940172;02;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;2;0;17;10;
704191;994516;6424361;05;1;8;0;3;0;;1;1;0;0;0;;;0;;;2;2;4;;;58;15;
704193;864392;6395509;26;1;0;;3;2;173;3;0;0;0;0;;;0;;;0;0;3;2;1;05;12;
704205;854977;6813251;52;1;0;;3;0;;1;2;0;0;7;11;09;0;;;2;1;0;2;0;11;08;
704223;564102;6685798;37;1;0;;2;1;235;4;2;0;0;0;;;0;;;0;0;0;2;0;03;05;
704230;923537;6418979;38;1;0;;3;1;30;1;1;0;0;0;;;0;;;0;0;2;1;0;52;12;
704241;865904;6455439;26;1;0;;3;0;;4;2;0;0;0;;;0;;;1;1;0;2;0;10;06;
704242;412172;6437265;33;1;0;;3;0;;1;2;0;1;4;51;;P;51;;0;0;0;1;0;51;NR;
704248;667751;6890794;60;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;02;14;
704257;560556;6499979;87;1;0;;3;1;0;1;1;0;0;0;;;0;;;0;0;0;1;0;10;13;
704265;535400;6358322;82;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;1;1;0;02;18;
704286;693406;6614768;03;1;0;;3;0;;1;2;0;0;7;52;03;0;;;1;1;0;1;0;03;14;
704295;732478;6390637;48;1;0;;3;0;;1;0;1;0;0;;;0;;;1;1;0;1;0;52;11;
704296;573344;6595791;36;1;0;;3;2;360;1;1;0;0;0;;;0;;;2;1;0;1;0;02;11;
704299;589230;6583668;23;1;0;;3;1;290;3;1;0;0;0;;;0;;;0;0;0;1;0;10;06;
704306;848571;6765338;52;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;21;AA;
704307;441565;6367090;33;1;0;;3;0;;1;2;1;0;0;;;S;51;;2;1;0;1;0;51;06;
704321;890154;6487203;38;1;0;;3;0;;2;0;0;0;0;;;0;;;1;1;1;1;0;05;12;
704328;937644;6316959;04;1;0;;3;0;;4;0;0;0;0;;;0;;;0;0;4;;;05;12;
704331;445907;6409014;33;1;0;;2;1;182;1;2;0;0;9;;;0;;;0;0;0;1;0;02;14;
704341;500199;6450525;24;3;0;;3;0;;0;1;3;0;0;;;0;;;1;1;0;1;0;10;11;
704371;848058;6705385;21;1;0;;3;2;318;3;2;0;0;8;;;0;;;0;0;0;2;0;03;15;
704374;978960;6242681;83;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;4;;;08;12;
704389;952508;6766443;70;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;1;0;09;13;
704390;754472;6510340;63;1;0;;3;0;;1;2;0;0;0;;;P;73;62;0;0;1;1;0;73;06;
704411;851476;6871244;55;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;11;16;
704420;622129;6455505;19;1;0;;3;2;25;1;1;0;0;9;;;0;;;0;0;0;1;0;02;08;
704431;575511;6855588;27;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;03;03;
704455;651890;6311395;81;1;0;;3;1;90;3;2;0;0;0;;;0;;;0;0;2;1;0;10;09;
704463;884434;6519223;38;1;0;;3;0;;3;1;0;0;0;;;0;;;2;1;0;1;0;11;09;
704470;900325;6740911;52;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;03;14;
704471;760095;6702137;89;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;0;1;0;02;18;
704498;786397;6739886;89;1;0;;3;0;;1;1;0;0;0;;;P;52;54;1;1;1;2;0;52;12;
704514;766850;6556195;42;1;0;;3;1;49;4;2;0;1;0;;;0;;;0;0;1;2;0;17;NR;
704525;895211;6261382;13;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;2;2;1;57;08;
704539;540409;6480165;24;1;0;;3;1;370;4;2;0;0;0;;;0;;;2;1;0;1;0;11;07;
704547;491036;6550513;16;1;0;;3;0;;3;2;0;0;7;10;11;0;;;0;0;0;1;0;10;NR;
704553;324807;6260159;64;1;0;6;2;0;;1;1;0;0;0;;;0;;;0;0;0;1;0;02;16;
704555;824150;6479774;42;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;3;1;0;61;15;
704564;786015;6342230;30;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;2;1;0;51;11;
704565;816748;6431882;07;1;0;;3;0;;1;2;0;0;8;;;P;64;;0;0;2;2;0;64;10;
704589;588192;6220026;09;1;0;;2;0;;1;2;0;0;0;;;P;15S;15P;0;0;0;1;0;15;05;
704591;535372;6835934;61;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;02;16;
704607;926379;6400972;05;1;0;6;3;0;;1;0;0;0;0;;;0;;;1;1;3;1;0;63;09;
704613;750289;6488395;63;1;0;;3;2;298;1;1;0;0;0;;;0;;;0;0;0;1;0;61;13;
704634;767953;6686082;58;1;0;;3;0;;1;2;0;0;0;;;P;64;;1;1;0;1;0;64;04;
704638;702555;6514775;63;1;0;;3;0;;1;2;1;0;0;;;0;;;2;1;1;1;0;61;11;
704640;941396;6636636;39;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;61;12;
704669;929802;6914545;57;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;1;1;0;03;13;
704672;936608;6544752;74;1;0;;3;0;;1;0;1;0;0;;;0;;;3;1;1;1;1;24;11;
704689;700293;6364934;12;1;6;0;3;0;;4;2;0;0;0;;;0;;;1;2;3;2;0;05;07;
704692;902451;6523065;01;1;0;;3;0;;3;0;0;0;0;;;0;;;1;2;4;;;03;14;
704704;925844;6454925;38;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;1;1;1;62;13;
704709;980262;6740222;70;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;2;1;0;11;12;
704711;420271;6207433;64;1;0;;3;0;;1;0;1;0;0;;;0;;;3;1;4;;;61;12;
704715;603063;7043258;62;1;0;;3;1;390;4;1;0;1;0;;;0;;;1;1;0;0;0;02;NR;
704721;265319;6808169;22;1;0;;2;1;390;1;1;0;0;9;;;0;;;0;0;2;1;0;02;13;
704737;728154;6706404;58;1;0;;3;1;131;3;2;0;0;0;;;0;;;0;0;0;2;0;11;12;
704743;950440;6526649;74;1;0;;3;0;;1;0;0;0;0;;;0;;;1;2;0;0;0;13;08;
704756;392929;6527342;17;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;0;1;0;02;13;
704762;817827;6675665;21;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;02;14;
704767;520097;6440370;24;1;0;;3;1;144;1;2;0;0;0;;;0;;;1;1;2;1;0;02;13;
704780;426494;6235351;64;1;0;;3;0;;4;0;0;0;0;;;0;;;1;1;3;1;0;12;08;
704787;969170;6844247;54;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;09;AA;
704816;783923;6683948;58;1;0;;3;0;;3;1;0;0;0;;;0;;;2;1;0;1;0;13;13;
704817;538250;6941848;76;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;1;1;0;03;14;
704819;737723;6656361;58;1;0;;3;0;;4;1;0;0;0;;;0;;;1;1;0;1;0;11;11;
704822;530139;6927923;76;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;1;0;09;11;
704853;697739;6299022;12;1;0;;3;0;;3;1;0;0;0;;;B;64;;0;0;4;;;64;07;
704855;524026;6432345;24;1;0;;3;1;72;1;0;0;0;0;;;0;;;0;0;1;1;0;05;11;
704882;591491;6375837;46;1;0;;3;0;;4;2;0;0;0;;;0;;;0;0;1;2;0;05;11;
704883;695935;6914543;60;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;15;14;
704922;402916;6283494;40;1;0;;3;1;61;1;1;0;0;0;;;0;;;1;1;2;1;0;02;13;
704931;800581;6527933;42;1;0;;3;0;;4;1;0;1;3;03;09;0;;;0;0;1;1;0;03;NR;
704935;559775;6286192;31;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;02;11;
704969;992910;6816060;88;1;0;;3;0;;4;1;0;1;0;;;0;;;1;1;0;1;0;14;NR;
704980;712015;6688554;58;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;2;0;03;NR;
704990;775771;6312348;30;1;0;;3;0;;4;0;0;0;0;;;0;;;4;1;1;2;1;06;11;
704992;887434;6868937;55;1;0;6;2;0;;3;0;0;0;0;;;0;;;0;0;0;2;0;24;05;
705023;650590;6275443;81;1;0;;3;2;27;3;1;0;0;0;;;I;64;;0;0;2;1;0;10;04;
705029;517659;6628228;86;1;0;2;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;19;06;
705037;739247;6836223;77;1;0;;3;0;;3;2;0;0;7;03;02;0;;;1;1;0;1;0;11;AA;
705045;721479;6862357;77;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;0;1;0;17;07;
705051;934402;6752609;70;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;09;14;
705058;477380;6832417;61;1;0;;3;0;;1;2;0;1;0;;;P;52;;0;0;0;1;0;52;NR;
705070;626684;6283635;81;3;0;;3;1;340;0;0;0;1;0;;;0;;;1;1;1;1;0;05;NR;
705071;460665;6744614;72;1;0;;3;0;;4;1;1;0;0;;;0;;;1;1;0;1;0;07;12;
705075;754218;6480369;63;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;1;1;0;61;12;
705081;870027;6353502;84;1;0;;3;1;15;3;0;0;0;0;;;0;;;0;0;2;1;0;05;14;
705095;628692;6523389;23;1;0;;3;1;256;3;0;0;0;0;;;0;;;0;0;0;0;0;12;06;
705132;1057512;6315922;06;3;8;;3;0;;0;;0;0;0;;;0;;;1;2;4;;;21;AA;
705135;938243;6734589;70;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;03;17;
705140;652652;6759004;45;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;02;10;
705147;583789;6889498;27;1;0;;3;1;81;1;2;0;0;0;;;P;53CO;;1;1;0;2;0;53;07;
705217;762144;6708115;89;1;0;;3;0;;4;1;0;0;0;;;0;;;0;0;0;1;0;24;06;
705219;716029;6690519;58;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;03;13;
705222;831320;6617595;71;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;02;13;
705226;864205;6957086;08;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;1;0;09;13;
705248;630199;6703232;41;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;52;07;
705271;899305;6854844;55;1;0;;3;0;;3;2;0;1;0;;;0;;;0;0;0;1;0;09;NR;
705277;944997;6474742;38;1;8;;3;0;;4;;0;0;0;;;0;;;4;3;3;1;2;15;09;
705325;867807;6327547;84;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;1;2;0;28;11;
705334;288668;6730034;56;2;0;;1;1;55;3;0;1;0;0;;;0;;;0;0;0;1;0;02;10;
705366;379090;6301671;40;1;0;;3;0;;1;2;0;0;8;;;0;;;2;1;0;1;0;02;AA;
705367;854464;6753295;52;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;03;15;
705413;547829;6891797;27;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;10;12;
705427;734810;6784294;89;1;0;;3;0;;3;2;0;0;9;;;0;;;2;1;0;1;0;15;14;
705457;876688;6431370;26;1;0;;3;0;;4;1;0;0;0;;;0;;;1;1;1;1;0;05;11;
705466;439847;6401071;33;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;0;1;0;03;16;
705495;947391;6520680;74;1;0;6;2;0;;2;0;0;0;0;;;0;;;4;2;3;1;0;09;16;
705509;905101;6598978;39;1;0;;3;0;;3;2;0;0;0;;;0;;;1;2;1;1;0;11;14;
705510;933718;6324984;04;1;0;8;3;0;;1;0;0;0;0;;;0;;;0;0;4;;;57;14;
705511;724141;6704440;58;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;2;0;03;13;
705536;431164;6317226;40;1;0;;3;1;207;1;2;0;0;8;;;P;51;;0;0;0;2;0;51;03;
705612;501061;6192781;31;1;0;;3;0;;1;2;0;2;3;09;61;0;;;0;0;2;1;0;09;NR;
705624;435012;6299213;40;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;1;0;02;16;
705625;509135;6564351;86;1;0;0;3;0;;4;1;0;0;0;;;0;;;1;1;0;1;0;02;09;
705652;1225651;6124661;2B;1;0;2;3;0;;2;0;0;0;0;;;0;;;0;0;0;2;0;06;16;
705657;681521;6271188;34;1;0;;3;0;;3;1;0;0;9;;;0;;;0;0;1;2;0;09;09;
705668;985281;6280585;83;1;0;;3;0;;3;0;0;0;0;;;0;;;3;2;2;2;1;57;08;
705674;854207;6723319;21;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;03;16;
705678;1003914;6702045;25;1;0;;3;0;;1;2;0;0;8;;;0;;;2;1;1;1;0;17;12;
705690;801091;6587877;71;1;0;;3;1;180;3;1;0;0;0;;;0;;;1;1;1;1;0;03;14;
705730;455732;6388952;33;1;0;;2;1;0;1;1;0;0;0;;;0;;;0;0;1;1;0;15;09;
705733;874296;6385434;26;1;8;0;3;0;;3;0;0;0;0;;;0;;;0;0;4;;;05;13;
705741;892546;6533142;01;1;0;;3;1;77;2;0;0;0;0;;;0;;;0;0;3;1;0;09;11;
705759;804935;6569860;71;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;1;1;0;61;13;
705766;645343;7078888;62;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;0;1;0;03;12;
705774;914835;6568919;01;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;4;;;09;15;
705791;919192;6610847;39;1;0;;3;0;;1;2;0;0;9;;;0;;;1;2;1;1;1;09;16;
705798;442306;6456998;17;1;0;;3;0;;1;2;0;0;0;;;S;51;;1;1;0;1;0;51;06;
705806;884691;6549195;01;1;0;;3;0;;3;0;1;0;0;;;0;;;1;1;1;1;0;17;10;
705840;571229;6222165;09;1;0;;3;0;;1;2;0;1;0;;;0;;;1;2;1;1;0;05;NR;
705864;498896;6534461;16;1;0;;3;0;;4;2;0;0;0;;;0;;;0;0;0;1;0;10;03;
705867;594623;6511684;87;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;0;1;0;09;12;
705882;972407;6756278;70;1;0;;3;0;;3;1;0;0;0;;;0;;;2;1;3;1;1;03;16;
705923;995799;6688126;25;1;0;;3;1;2;1;2;0;0;8;;;0;;;0;0;2;1;0;17;12;
705955;447872;6405001;33;1;0;;3;1;165;3;2;0;0;0;;;0;;;2;1;0;1;0;02;14;
705962;984103;6722202;70;1;0;;3;0;;3;2;0;0;8;;;P;09;;0;0;0;1;0;09;06;
705989;605407;6845345;75;1;0;;3;0;;1;2;0;0;9;;;0;;;0;0;0;1;0;52;09;
705997;353298;6323859;40;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;2;0;51;11;
706002;675779;6894724;60;1;0;;3;0;;3;2;0;0;8;;;0;;;0;0;0;1;0;12;04;
706012;771530;6871927;51;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;11;16;
706015;468347;6464776;16;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;0;1;0;11;16;
706016;978817;6804190;88;1;0;;3;2;174;1;2;0;0;0;;;0;;;0;0;0;2;0;61;09;
