idp;a;espar;ori;veget;datemort;c13;v;w
726897;4;61;1;C;1;98;0.739;39.29
726924;15;05;0;5;2;32;0.029;97.83
726924;20;05;1;5;2;33;0.031;124.56
726931;4;02;0;5;1;36;0.047;88.41
726931;10;02;0;5;2;32;0.032;88.41
726987;13;05;0;5;1;29;0.021;88.41
727026;6;13G;1;5;2;124;0.986;14.14
727043;17;61;1;C;2;160;2.384;14.14
727092;25;52;1;5;1;66;0.163;88.39
727099;5;49PM;1;5;2;26;0.012;88.42
727099;6;49PM;1;5;2;24;0.010;88.42
727172;7;02;0;5;2;25;0.011;88.42
727214;9;03;0;5;1;31;0.032;88.41
727214;10;03;0;5;1;25;0.014;88.42
727226;4;62;1;5;2;135;1.615;14.14
727226;11;61;1;C;2;44;0.086;88.41
727233;4;49AM;1;A;;24;0.011;93.02
727251;4;08S;1;5;1;74;0.143;39.29
727251;13;06;1;C;1;29;0.016;88.41
727251;26;08S;1;C;1;89;0.217;39.29
727255;4;52;1;5;1;45;0.061;88.41
727255;9;52;1;C;2;36;0.034;88.41
727255;12;52;1;C;1;41;0.048;88.41
727255;14;52;1;5;1;40;0.045;88.41
727261;17;10;0;5;1;86;0.382;39.29
727261;22;10;0;5;1;27;0.018;88.41
727261;23;10;0;5;1;26;0.015;88.42
727261;27;10;0;5;1;32;0.032;88.41
727261;28;10;0;5;1;24;0.011;88.42
727280;29;06;0;C;1;29;0.016;88.41
727281;1;02;0;5;2;41;0.064;88.41
727281;4;02;0;5;2;32;0.029;88.41
727281;10;10;0;5;2;40;0.055;88.41
727326;14;05;0;5;1;27;0.017;88.41
727364;4;69JO;1;A;;37;0.028;88.41
727364;11;40;0;5;1;32;0.022;88.41
727364;20;06;0;5;1;27;0.013;88.41
727389;9;05;0;5;1;30;0.024;88.41
727403;2;11;0;5;1;26;0.017;88.42
727416;22;61;1;C;2;141;1.767;14.14
727457;3;17C;0;5;1;76;0.379;39.29
727457;4;17C;0;5;1;104;0.784;39.28
727459;6;52;1;C;1;74;0.219;39.29
727459;26;52;1;C;2;42;0.051;88.41
727494;15;12V;1;C;2;31;0.033;88.41
727498;6;52;1;5;2;46;0.064;88.41
727532;9;25M;0;A;;99;0.387;39.29
727546;3;24;1;5;2;93;0.655;39.29
727546;12;24;1;5;2;89;0.590;44.44
727546;13;24;1;5;2;93;0.655;41.76
727546;21;24;1;C;2;134;1.546;16.25
727546;22;24;1;C;2;101;0.796;39.28
727546;23;18C;1;5;2;30;0.026;88.41
727546;24;22M;1;C;2;25;0.013;88.42
727546;27;24;1;C;2;79;0.444;39.29
727558;6;23AB;1;5;2;29;0.022;88.41
727558;12;10;0;5;2;34;0.039;88.41
727558;22;10;0;5;2;27;0.018;88.41
727591;7;05;0;5;2;25;0.010;88.42
727591;11;05;0;5;2;24;0.009;88.42
727591;12;05;0;5;2;33;0.022;88.41
727591;13;05;0;5;2;37;0.030;88.41
727591;22;05;0;5;1;28;0.014;88.41
727629;9;11;0;5;2;27;0.019;88.41
727713;10;52;1;5;1;27;0.023;88.41
727716;7;52;1;C;2;30;0.021;88.41
727716;11;52;1;C;2;116;0.687;39.28
727751;11;23AB;1;5;1;26;0.017;88.42
727787;1;52;1;C;2;103;0.508;39.28
727801;13;10;0;5;2;24;0.006;88.42
727801;19;22M;0;C;1;34;0.038;88.41
727802;4;06;0;5;1;46;0.055;88.41
727808;4;62;1;5;1;26;0.015;88.42
727808;13;62;1;5;1;26;0.015;88.42
727835;2;09;0;5;2;44;0.077;88.41
727835;8;02;1;5;2;45;0.084;88.41
727841;4;14;0;5;1;25;0.015;88.42
727856;9;02;1;5;2;86;0.452;58.05
727894;1;58;1;5;1;29;0.016;88.41
727907;6;03;1;5;2;37;0.060;88.41
727947;4;62;1;5;1;32;0.029;88.41
727952;6;52;1;5;1;51;0.117;88.40
727952;10;23AB;1;5;1;25;0.015;88.42
727977;2;02;1;C;2;99;0.625;39.29
727977;5;02;1;C;2;129;1.137;14.14
727980;2;61;1;C;2;24;0.011;88.42
727980;22;61;1;C;2;28;0.020;88.41
727992;4;73;1;5;1;63;0.214;88.39
728090;3;19;0;C;2;52;0.169;88.40
728090;8;19;0;5;2;28;0.018;88.41
728090;16;03;1;5;2;32;0.035;88.41
728090;17;10;0;5;2;32;0.032;88.41
728090;20;10;0;5;2;29;0.023;88.41
728090;24;10;0;5;2;77;0.301;39.29
728119;5;03;0;C;1;27;0.019;88.41
728189;10;10;1;C;2;97;0.537;39.29
728291;2;12V;1;C;2;99;0.608;39.29
728291;6;10;0;5;2;27;0.018;88.41
728291;10;10;2;5;2;42;0.071;88.41
728303;9;14;0;5;1;35;0.049;88.41
728303;11;14;1;5;1;30;0.030;88.41
728303;12;14;1;5;1;35;0.049;88.41
728303;17;05;1;5;1;29;0.021;88.41
728411;3;33G;1;C;2;172;2.044;17.48
728411;6;33G;1;C;2;152;1.566;17.81
728417;6;10;0;5;1;58;0.143;88.40
728417;10;10;0;5;2;66;0.195;88.39
728417;11;10;0;5;2;95;0.434;39.29
728417;13;10;0;5;2;30;0.021;88.41
728451;9;03;0;5;1;32;0.035;88.41
728451;13;03;1;5;1;37;0.056;88.41
728455;3;61;1;5;2;34;0.036;88.41
728455;13;62;1;C;1;31;0.026;88.41
728455;14;62;1;5;1;28;0.017;88.41
728455;18;62;1;C;2;38;0.051;88.41
728457;11;11;1;5;2;24;0.012;88.42
728462;17;72V;1;5;1;50;0.094;88.40
728479;1;52;1;5;2;93;0.521;39.29
728550;3;38AL;0;5;1;27;0.015;88.41
728550;4;38AL;0;5;1;34;0.026;88.41
728550;5;38AL;0;5;1;25;0.013;88.42
728695;3;12V;1;5;1;67;0.261;98.31
728695;10;10;1;5;1;46;0.095;99.81
728719;4;02;0;5;1;29;0.023;88.41
728719;12;02;0;5;1;46;0.096;88.41
728719;13;02;0;5;1;41;0.070;88.41
728737;4;10;0;5;2;87;0.427;39.29
728737;8;10;0;5;1;35;0.043;88.41
728737;11;10;0;C;2;105;0.632;39.28
728763;10;10;0;5;2;118;0.732;14.14
728772;8;10;1;5;2;39;0.060;88.41
728856;3;09;0;C;2;26;0.013;102.76
728940;6;10;0;5;2;27;0.016;88.41
728965;6;09;0;C;1;32;0.030;88.41
728965;27;09;1;C;2;35;0.040;88.41
728996;2;03;1;5;2;50;0.141;88.40
728998;4;02;1;C;2;192;2.745;14.14
729007;2;13G;0;5;2;52;0.145;114.15
729007;15;25B;0;5;2;194;1.582;24.55
729007;28;13G;0;C;2;62;0.220;132.14
729007;29;13G;0;5;1;33;0.044;125.28
729007;30;13G;0;5;2;49;0.126;119.53
729072;11;02;1;5;2;30;0.026;88.41
729112;3;10;0;5;2;52;0.130;88.40
729112;7;10;0;5;2;37;0.051;88.41
729112;9;10;0;5;2;35;0.043;88.41
729112;13;10;0;5;2;64;0.216;88.39
729112;14;10;0;5;2;34;0.039;88.41
729112;16;10;1;C;1;78;0.337;39.29
729112;29;10;0;5;2;46;0.095;88.41
729180;2;10;0;5;1;30;0.028;88.41
729180;3;10;0;5;1;24;0.012;88.42
729180;6;10;0;5;1;41;0.069;88.41
729180;7;10;0;5;1;25;0.015;88.42
729180;12;10;0;5;1;34;0.041;88.41
729180;16;10;0;5;1;45;0.087;88.41
729180;18;10;0;5;2;200;1.697;14.14
729212;5;10;0;5;2;28;0.020;88.41
729212;10;05;0;5;1;29;0.021;88.41
729212;14;05;1;C;2;27;0.017;88.41
729212;16;10;0;5;1;35;0.043;88.41
729226;3;52;1;5;1;25;0.019;92.11
729226;4;52;1;5;1;24;0.017;92.11
729253;5;49PS;1;C;1;29;0.017;88.41
729296;8;10;0;5;2;62;0.185;88.40
729296;10;10;0;5;2;32;0.032;88.41
729296;12;10;0;5;2;37;0.050;88.41
729296;14;22M;0;A;;47;0.106;88.41
729296;24;17C;0;5;2;45;0.103;88.41
729301;4;14;1;A;;86;0.472;39.29
729301;5;14;1;A;;72;0.314;39.29
729301;6;14;1;A;;60;0.204;88.40
729301;7;14;1;A;;67;0.265;88.39
729301;8;14;1;A;;77;0.367;39.29
729301;9;14;1;A;;55;0.165;88.40
729301;10;14;1;A;;26;0.017;88.42
729301;11;14;1;A;;72;0.314;39.29
729301;13;14;1;A;;146;1.507;14.14
729301;14;14;1;A;;73;0.324;39.29
729315;1;17C;1;5;1;38;0.065;88.41
729319;3;02;1;5;2;79;0.327;39.29
729331;15;62;1;C;2;44;0.086;88.41
729331;24;62;1;5;2;32;0.030;88.41
729331;27;62;1;5;2;47;0.104;88.41
729331;28;62;1;C;2;66;0.268;88.39
729331;32;62;1;C;2;51;0.132;88.40
729345;10;40;0;5;2;28;0.016;88.41
729350;14;05;1;5;2;29;0.022;88.41
729350;16;05;1;5;2;33;0.033;88.41
729390;1;05;0;5;2;26;0.016;88.42
729390;2;05;0;5;2;30;0.023;88.41
729390;3;05;0;5;2;33;0.030;88.41
729390;4;05;0;5;2;31;0.025;88.41
729390;5;05;0;5;2;26;0.016;88.42
729390;6;05;0;C;2;31;0.025;88.41
729420;7;10;0;5;1;27;0.020;88.41
729441;9;24;1;C;2;67;0.298;88.39
729467;7;49IA;1;5;1;87;0.343;57.54
729467;8;10;1;5;2;74;0.300;55.14
729496;19;57A;1;C;2;95;0.371;39.29
729499;1;41;1;C;2;42;0.065;88.41
729507;4;05;1;5;2;36;0.043;88.41
729634;1;05;1;5;1;25;0.014;88.42
729634;4;05;1;5;1;32;0.028;88.41
729661;2;52;1;5;2;43;0.054;88.41
729715;10;03;1;5;2;25;0.013;88.42
729762;4;12V;1;C;1;130;1.140;14.14
729762;6;03;0;5;2;37;0.060;88.41
729762;11;03;1;5;2;37;0.060;88.41
729762;16;49AM;1;5;2;24;0.011;88.42
729774;2;51;1;5;1;75;0.308;39.29
729774;7;51;1;A;;112;0.838;39.28
729774;17;51;1;A;;119;0.971;14.14
729860;20;24;0;5;2;25;0.017;88.42
729906;22;11;0;C;2;26;0.017;88.42
729913;7;11;0;5;2;36;0.049;88.41
729947;4;52;1;C;2;86;0.321;39.29
729947;17;03;0;C;2;54;0.150;88.40
729989;26;52;1;5;1;26;0.014;88.42
729989;30;52;1;5;1;40;0.045;88.41
729989;33;52;1;5;1;33;0.027;88.41
730032;3;11;0;C;2;30;0.028;88.41
730032;6;11;0;C;2;30;0.028;88.41
730032;8;11;0;5;2;28;0.023;89.04
730032;9;11;0;5;2;31;0.032;88.58
730046;13;09;0;5;2;65;0.225;88.39
730046;21;09;0;C;1;66;0.234;88.39
730068;2;12V;1;5;1;62;0.218;88.40
730084;1;11;1;5;1;59;0.175;88.40
730106;2;05;1;5;2;51;0.088;88.40
730174;5;54;1;C;2;74;0.279;45.04
730189;12;14;1;5;2;46;0.105;88.41
730189;15;17C;1;5;1;92;0.592;39.29
730199;3;10;0;5;2;118;0.733;14.14
730199;15;10;0;5;2;39;0.053;88.41
730205;1;63;1;C;2;211;3.694;14.14
730205;4;63;1;C;2;196;3.153;14.14
730259;18;62;1;5;1;124;1.304;14.14
730272;9;03;0;5;1;34;0.045;88.41
730282;1;62;1;5;2;32;0.034;88.41
730304;1;05;0;5;2;24;0.011;88.42
730304;4;05;1;5;2;32;0.031;88.41
730304;6;05;1;5;2;32;0.031;88.41
730304;17;05;1;5;1;38;0.050;88.41
730304;19;05;1;5;2;47;0.088;88.41
730330;4;61;1;C;2;33;0.036;88.41
730398;6;63;1;5;1;25;0.015;88.42
730412;1;12V;1;C;2;31;0.033;88.41
730431;6;02;0;5;1;53;0.140;88.40
730435;11;25C;0;5;1;25;0.015;88.42
730457;3;10;0;5;1;33;0.036;88.41
730457;4;10;0;5;1;38;0.054;88.41
730457;5;10;0;5;2;25;0.013;88.42
730457;8;10;0;5;2;26;0.015;88.42
730457;11;10;0;5;1;36;0.046;88.41
730457;12;10;0;5;2;30;0.026;88.41
730457;13;10;0;5;1;39;0.058;88.41
730457;14;10;0;5;1;35;0.043;88.41
730457;20;10;0;5;1;40;0.062;88.41
730457;23;07;1;5;1;87;0.389;39.29
730457;29;10;0;5;2;28;0.020;88.41
730463;1;51;1;5;1;34;0.032;88.41
730463;6;51;1;5;1;31;0.024;88.41
730463;9;51;1;5;1;41;0.057;88.41
730463;12;51;1;5;1;37;0.042;88.41
730465;7;22C;1;5;2;37;0.055;88.41
730469;3;02;1;5;2;44;0.090;88.41
730526;10;03;0;C;2;24;0.010;88.42
730551;21;12V;1;C;2;39;0.065;88.41
730604;1;09;1;C;2;75;0.320;39.29
730604;2;62;1;5;1;49;0.118;88.40
730604;4;62;1;5;2;49;0.118;88.40
730604;5;62;1;5;2;63;0.237;88.39
730604;16;09;0;5;1;25;0.010;88.42
730760;9;10;0;5;2;24;0.008;88.42
730760;21;05;1;5;2;102;0.552;39.28
730769;1;06;0;5;1;31;0.020;88.41
730769;14;06;0;5;2;28;0.015;88.41
730769;15;05;0;5;2;24;0.013;88.42
730775;8;09;0;5;1;26;0.013;88.42
730775;11;09;0;5;1;36;0.044;88.41
730863;13;09;0;5;1;24;0.013;88.42
730863;15;09;0;5;2;25;0.016;88.42
730871;2;31;0;5;1;28;0.019;88.41
730905;21;61;1;A;;25;0.011;88.42
730942;6;23AB;0;5;2;30;0.022;88.41
730942;7;52;1;C;1;77;0.242;39.29
730942;8;05;1;5;2;82;0.289;39.29
730942;9;52;1;C;1;52;0.089;88.40
731033;8;31;0;C;2;44;0.052;88.41
731047;5;05;1;5;2;126;0.885;14.14
731047;16;05;1;5;2;158;1.460;14.14
731065;1;58;1;5;2;37;0.039;88.41
731065;23;12V;1;C;2;35;0.040;88.41
731065;30;58;1;5;1;33;0.029;88.41
731094;5;03;1;5;2;60;0.225;88.40
731133;5;61;1;C;1;34;0.040;99.17
731169;9;54;1;C;2;80;0.307;39.29
731197;7;52;1;A;;100;0.623;39.29
731224;1;52;1;C;2;60;0.128;88.40
731239;1;25M;1;5;1;26;0.017;88.42
731245;4;33N;1;5;1;46;0.094;88.41
731245;9;33N;1;5;2;46;0.094;88.41
731245;11;33N;1;5;1;45;0.088;88.41
731259;9;10;1;5;1;28;0.020;88.41
731276;19;09;1;C;1;26;0.013;88.42
731361;9;31;0;5;1;31;0.024;88.41
731391;1;62;1;C;1;79;0.428;57.49
731391;2;62;1;C;1;73;0.350;56.70
731418;6;03;0;5;2;52;0.143;88.40
731470;3;49AM;1;C;1;45;0.056;88.41
731508;1;18C;1;5;1;29;0.023;88.41
731531;8;10;0;5;1;35;0.045;88.41
731531;14;10;1;5;1;35;0.045;88.41
731531;16;10;0;5;1;32;0.034;88.41
731531;17;10;1;5;1;34;0.041;88.41
731534;1;15S;1;5;1;44;0.096;88.41
731534;7;15S;1;5;1;30;0.030;88.41
731540;1;31;0;5;1;24;0.013;88.42
731540;2;31;0;5;1;32;0.026;88.41
731540;3;31;0;5;1;40;0.043;88.41
731582;9;09;1;C;1;46;0.091;88.41
731677;1;10;0;5;2;76;0.293;39.29
731677;8;10;0;5;2;54;0.134;88.40
731677;10;10;0;5;2;55;0.140;88.40
731677;11;10;0;5;2;64;0.199;88.39
731677;14;10;0;5;2;57;0.152;88.40
731677;18;10;0;5;1;55;0.140;88.40
731677;20;10;0;5;1;62;0.185;88.40
731677;21;10;0;5;2;33;0.036;88.41
731677;22;10;0;5;2;37;0.050;88.41
731677;29;10;0;5;2;28;0.020;88.41
731677;30;10;0;5;2;58;0.159;88.40
731677;31;10;0;5;1;46;0.090;88.41
731677;35;10;0;5;2;36;0.046;88.41
731677;37;10;0;5;2;38;0.054;88.41
731680;5;12V;1;5;1;147;1.483;14.14
731704;10;03;1;5;2;30;0.029;88.41
731704;11;03;1;5;2;28;0.022;88.41
731704;13;05;0;5;1;28;0.020;88.41
731704;17;02;0;5;1;29;0.022;88.41
731704;19;03;0;5;1;30;0.029;88.41
731704;22;03;0;5;2;24;0.010;88.42
731734;17;06;0;C;2;27;0.013;88.41
731745;2;09;0;C;1;31;0.036;88.41
731819;6;09;0;C;2;49;0.109;88.40
731827;17;22M;1;5;2;43;0.084;88.41
731909;2;62;1;5;1;24;0.008;88.42
731909;9;62;1;5;1;37;0.050;88.41
731909;26;62;1;5;2;43;0.080;88.41
731909;28;62;1;5;2;35;0.041;88.41
731939;9;61;1;5;1;38;0.057;88.41
731947;21;05;1;5;2;132;0.982;14.14
731952;1;40;0;5;1;24;0.011;88.42
731954;18;64;1;5;2;26;0.013;88.42
731963;10;25C;1;5;1;33;0.032;88.41
731985;2;52;1;C;2;76;0.234;39.29
732166;27;11;0;C;2;29;0.025;88.41
732235;8;31;0;5;2;31;0.024;89.34
732235;9;31;0;C;2;36;0.034;88.41
732272;2;05;1;5;2;116;0.737;39.28
732272;11;05;0;5;1;98;0.505;39.29
732272;12;05;0;5;1;81;0.327;39.29
732312;11;05;0;5;1;25;0.010;88.42
732324;3;10;0;5;1;28;0.022;91.69
732324;6;10;0;5;1;32;0.034;100.53
732324;11;10;0;5;1;24;0.012;125.17
732324;12;10;0;5;1;42;0.073;98.79
732324;14;10;0;5;1;27;0.020;97.64
732324;15;10;0;5;1;52;0.124;97.85
732324;16;10;0;5;1;29;0.025;96.50
732324;17;10;0;5;1;40;0.064;95.31
732324;19;10;0;5;1;29;0.025;91.78
732324;20;10;0;5;1;33;0.038;89.94
732324;24;10;0;5;1;25;0.015;88.42
732324;25;10;0;5;1;29;0.025;88.41
732324;31;10;0;5;1;34;0.041;88.41
732324;34;10;0;5;2;24;0.012;88.42
732324;35;10;0;5;1;35;0.045;91.06
732324;36;10;0;5;1;28;0.022;88.41
732353;2;23PM;0;C;2;73;0.192;39.29
732391;4;10;1;5;1;530;11.474;14.10
732414;7;10;1;5;2;85;0.407;39.29
732414;12;10;1;5;2;241;2.763;17.29
732414;15;02;1;5;2;160;1.934;14.14
732469;1;61;1;5;2;169;2.774;14.14
732469;8;61;1;C;2;115;1.097;39.28
732469;9;61;1;C;2;154;2.223;14.14
732469;10;61;1;C;2;119;1.192;14.14
732469;11;61;1;C;2;155;2.257;14.14
732469;13;61;1;C;2;125;1.344;14.14
732521;3;69JC;1;A;;45;0.043;88.41
732544;3;11;0;C;2;28;0.022;88.41
732594;7;64;1;5;1;28;0.019;88.41
732594;8;64;1;C;1;29;0.022;88.41
732594;10;64;1;5;1;54;0.154;88.40
732594;14;64;1;5;1;37;0.050;88.41
732636;6;51;1;5;1;44;0.072;88.41
732678;2;52;1;5;1;26;0.021;88.42
732679;4;33N;1;C;2;65;0.234;88.39
732679;8;17O;1;5;1;36;0.055;88.41
732694;2;10;0;5;2;28;0.022;88.41
732701;3;38AU;0;5;2;27;0.015;88.41
732701;13;38AU;0;5;2;31;0.021;88.41
732701;14;38AU;0;5;2;27;0.015;88.41
732701;15;38AU;0;5;2;28;0.017;88.41
732701;16;38AU;0;5;2;30;0.019;88.41
732701;17;38AU;0;5;2;31;0.021;88.41
732701;22;38AU;0;5;2;50;0.062;88.40
732701;23;38AU;0;5;2;32;0.022;88.41
732701;24;38AU;0;5;2;45;0.049;88.41
732701;26;49AM;0;5;2;27;0.014;88.41
732701;27;49AM;0;C;2;30;0.018;88.41
732750;3;18C;0;5;2;27;0.019;88.41
732750;4;10;0;5;2;71;0.274;39.29
732750;8;22M;1;C;2;117;0.996;39.28
732809;12;05;0;C;1;43;0.065;88.41
732809;13;05;0;C;2;40;0.054;88.41
732809;14;05;0;C;1;41;0.058;88.41
732809;15;05;0;C;1;51;0.101;88.40
732809;17;05;0;C;1;53;0.111;88.40
732892;10;02;0;5;1;40;0.068;88.41
732918;2;18C;1;5;2;29;0.023;108.00
732947;11;11;0;5;1;27;0.020;88.41
732947;18;11;0;5;2;31;0.032;88.41
732962;10;59;1;5;1;32;0.027;88.41
732971;21;63;1;5;2;35;0.032;88.41
732992;3;22M;1;5;2;84;0.423;39.29
733010;1;49SN;1;5;1;41;0.042;88.41
733131;7;10;0;5;2;66;0.214;136.69
733131;9;10;0;5;2;44;0.080;130.66
733170;9;12V;0;5;1;24;0.013;88.42
733174;17;25C;1;A;;121;0.592;14.14
733175;3;18C;1;5;1;28;0.021;88.41
733189;4;49FL;0;5;1;26;0.012;88.42
733189;9;06;0;5;2;25;0.010;88.42
733220;19;10;0;5;1;25;0.015;98.47
733220;38;10;0;5;1;29;0.025;88.41
733264;2;52;1;C;2;43;0.054;88.41
733264;6;52;1;C;2;51;0.084;88.40
733264;15;63;1;5;1;35;0.043;88.41
733310;12;03;1;5;2;119;1.015;14.14
733310;18;10;0;C;2;63;0.190;88.39
733323;14;05;0;5;1;25;0.014;88.42
733391;19;52;1;5;2;31;0.033;88.41
733453;12;61;1;5;2;110;0.945;39.28
733453;16;61;1;C;2;185;3.395;14.14
733483;16;17C;0;5;2;31;0.035;88.41
733507;3;52;1;5;1;134;1.293;14.14
733507;8;52;1;5;1;110;0.790;39.28
733515;2;10;0;5;2;30;0.026;88.41
733549;9;51;1;C;2;47;0.087;88.41
733549;11;02;0;5;2;24;0.010;88.42
733625;3;61;1;C;2;90;0.568;39.29
733630;2;52;1;5;2;61;0.183;88.40
733630;8;52;1;5;2;69;0.248;88.39
733635;3;02;0;5;1;33;0.036;88.41
733741;6;02;0;5;1;29;0.022;88.41
733741;7;02;0;5;1;35;0.044;88.41
733808;14;31;0;5;2;26;0.016;97.75
733808;19;25M;0;A;;46;0.071;88.41
733808;21;25M;0;5;2;28;0.021;88.41
733821;9;02;0;5;2;24;0.006;133.56
733833;11;61;1;5;1;32;0.031;88.41
733833;13;61;1;5;1;26;0.014;88.42
733920;2;08S;0;5;2;50;0.058;88.40
733920;6;08S;0;C;2;73;0.138;39.29
733920;9;08S;1;C;2;104;0.310;39.28
733920;10;08S;1;C;2;104;0.310;39.28
733937;7;11;1;5;2;33;0.038;88.41
733957;10;10;0;5;2;74;0.300;45.27
733957;13;10;0;5;2;29;0.022;88.41
733961;2;73;1;5;2;89;0.516;39.29
733961;9;73;1;A;;145;1.686;14.14
733961;11;73;1;5;2;96;0.623;39.29
733961;19;73;1;5;2;80;0.396;39.29
733961;26;73;1;5;2;73;0.314;39.29
734011;10;12V;1;5;1;24;0.014;88.42
734024;13;03;0;5;2;29;0.025;88.41
734024;16;03;0;C;2;25;0.014;88.42
734024;19;52;1;C;1;72;0.276;39.29
734067;2;14;0;5;2;35;0.049;88.41
734067;11;14;0;5;2;61;0.212;88.40
734067;12;14;0;5;2;43;0.087;88.41
734067;13;62;1;5;2;126;1.445;14.14
734067;16;17C;1;5;2;99;0.776;39.29
734082;6;62;1;C;1;181;3.156;14.14
734102;15;51;1;5;1;29;0.018;88.41
734103;1;51;1;C;2;151;1.715;14.14
734103;2;51;1;C;2;117;0.932;39.28
734174;10;03;1;5;2;29;0.025;88.41
734174;22;52;1;5;1;27;0.023;88.41
734181;15;05;0;5;2;28;0.019;88.41
734256;6;25M;0;5;1;48;0.078;88.41
734301;5;31;1;5;1;30;0.023;88.41
734365;7;61;1;5;1;27;0.018;88.41
734423;1;05;0;5;2;27;0.018;88.41
734423;2;05;0;5;2;27;0.018;88.41
734423;3;05;0;5;2;29;0.021;88.41
734423;4;05;0;5;2;27;0.018;88.41
734423;5;05;0;5;2;26;0.016;88.42
734423;6;05;0;5;2;26;0.016;88.42
734447;3;52;1;5;1;24;0.011;88.42
734527;9;18C;1;5;1;24;0.012;88.42
734527;12;18C;0;5;1;29;0.023;93.50
734554;2;03;1;C;1;32;0.029;88.41
734554;13;52;1;5;1;103;0.508;39.28
734554;17;09;0;C;2;24;0.008;88.42
734560;10;63;1;5;2;66;0.230;88.39
734661;13;05;1;C;2;100;0.528;54.36
734701;7;11;0;C;2;45;0.087;88.41
734701;14;03;1;5;2;76;0.364;39.29
734701;19;11;0;C;2;42;0.073;88.41
734732;15;25R;0;5;1;32;0.029;88.41
734732;21;25R;0;5;1;31;0.027;88.41
734732;24;25R;0;5;1;31;0.027;88.41
734746;4;25C;0;C;2;70;0.183;88.39
734746;13;25C;1;C;2;32;0.029;88.41
734746;16;25C;0;C;2;59;0.125;88.40
734826;11;22M;1;C;2;69;0.270;88.39
734829;12;72V;1;C;2;118;0.880;14.14
734829;21;72V;1;5;1;85;0.470;39.29
734840;24;62;1;5;1;57;0.166;88.40
734851;15;72V;1;5;1;143;1.649;17.16
734911;18;12P;0;5;2;89;0.480;60.21
734960;2;25M;0;5;1;24;0.014;115.56
734968;6;11;0;C;2;24;0.011;88.42
734970;6;03;1;5;2;74;0.329;39.29
734973;5;49AE;0;5;2;26;0.013;88.42
734973;10;25M;0;5;2;26;0.017;88.42
734973;23;25M;0;5;2;24;0.014;88.42
734973;24;25M;0;5;2;32;0.029;88.41
734980;29;10;0;5;2;24;0.011;88.42
734980;30;10;0;5;2;29;0.023;88.41
735104;8;64;1;5;2;38;0.055;88.41
735104;13;64;1;5;2;89;0.588;44.25
735104;16;64;1;5;2;71;0.325;39.42
735143;2;02;1;5;1;152;1.730;14.14
735143;3;02;1;5;1;167;2.122;14.14
735192;4;58;1;5;2;133;1.001;14.14
735199;10;06;0;5;1;25;0.010;88.42
735315;4;10;0;5;2;35;0.043;88.41
735315;5;03;1;5;2;143;1.688;14.14
735315;7;10;1;5;2;73;0.291;39.29
735315;17;03;0;5;2;28;0.022;88.41
735315;18;03;0;5;2;40;0.075;88.41
735315;20;03;0;C;2;25;0.013;88.42
735315;23;03;0;5;2;25;0.013;88.42
735321;10;02;1;5;2;49;0.114;88.40
735321;13;02;0;C;2;38;0.056;88.41
735321;15;02;0;C;1;56;0.161;88.40
735386;5;03;1;5;2;119;1.035;14.14
735441;11;03;1;A;;115;0.957;39.28
735441;14;03;0;5;2;24;0.011;88.42
735441;20;03;0;5;2;31;0.032;88.41
735452;22;58;1;A;;68;0.204;88.39
735452;30;58;1;A;;36;0.034;88.41
735452;31;58;1;A;;38;0.041;88.41
735452;32;58;1;A;;31;0.021;88.41
735536;15;11;0;5;2;37;0.053;94.90
735536;16;11;0;5;2;32;0.035;95.76
735548;2;49SN;1;5;1;25;0.011;88.42
735565;8;02;0;5;1;36;0.049;88.41
735617;12;33N;0;C;1;121;0.917;15.98
735648;3;05;1;5;1;31;0.026;88.41
735774;11;10;0;5;2;28;0.019;88.41
735774;12;24;1;C;2;90;0.606;39.29
735774;13;10;0;5;2;34;0.039;88.41
735774;21;10;0;5;2;27;0.016;88.41
735885;15;09;0;5;2;24;0.010;88.42
735919;2;17C;0;5;1;35;0.053;142.79
735919;6;62;1;5;1;25;0.012;88.42
735963;11;63;1;C;2;77;0.297;39.29
735963;12;63;1;C;2;47;0.078;88.41
735963;19;63;1;5;2;66;0.195;88.39
735963;29;63;1;C;2;87;0.416;39.29
735963;33;63;1;5;1;53;0.108;88.40
736017;4;52;1;5;1;98;0.593;39.29
736042;6;03;0;5;2;31;0.033;88.41
736042;18;03;1;5;2;26;0.015;88.42
736047;6;22M;1;5;1;34;0.040;88.41
736105;1;52;1;5;1;28;0.025;88.41
736156;1;62;1;5;2;24;0.010;88.42
736156;5;62;1;C;1;43;0.088;88.41
736156;8;62;1;C;1;34;0.042;88.41
736156;10;62;1;C;1;43;0.088;88.41
736162;2;54;1;C;2;92;0.437;39.29
736196;10;10;0;5;2;106;0.538;39.28
736221;6;22M;1;C;2;82;0.432;39.29
736246;11;05;0;5;1;24;0.013;88.42
736310;14;03;0;5;2;31;0.032;88.41
736310;15;03;0;5;2;43;0.086;88.41
736310;16;03;0;5;2;24;0.011;88.42
736310;20;03;0;5;2;30;0.028;88.41
736313;3;02;1;5;2;124;1.059;14.14
736328;8;05;0;5;1;24;0.013;88.42
736328;14;05;0;5;1;26;0.016;88.42
736328;26;05;0;5;1;26;0.016;88.42
736340;2;10;0;5;1;27;0.020;88.41
736340;7;10;0;5;2;28;0.022;88.41
736340;8;10;0;5;2;38;0.056;88.41
736340;10;10;0;5;2;33;0.038;88.41
