idp;a;espar;ori;veget;datemort;c13;v;w
719723;4;05;1;5;2;91;0.369;39.29
719723;14;05;1;C;1;73;0.220;57.73
719725;1;22M;1;A;;37;0.050;110.92
719730;4;03;1;C;2;25;0.013;88.42
719750;2;31;0;C;2;25;0.014;88.42
719750;3;31;0;5;2;28;0.019;88.41
719750;4;31;0;C;2;25;0.014;88.42
719750;5;13G;1;C;2;60;0.204;88.40
719750;6;31;0;5;1;32;0.026;88.41
719753;10;17C;0;5;2;33;0.041;88.41
719767;2;10;0;5;2;24;0.011;88.42
719767;8;02;1;5;1;122;1.003;14.14
719791;4;05;0;5;1;26;0.010;88.42
719791;8;52;1;5;2;80;0.267;39.29
719791;14;05;1;5;1;32;0.022;88.41
719791;18;05;1;5;2;27;0.012;88.41
719806;14;10;0;A;;32;0.031;88.41
719809;3;10;0;5;1;38;0.047;88.41
719809;12;10;0;5;2;36;0.040;88.41
719809;13;10;0;5;2;35;0.037;88.41
719837;11;13G;0;5;2;68;0.271;88.39
719837;13;13G;0;5;2;35;0.052;88.41
719844;6;52;1;5;2;118;0.718;14.14
719863;7;69JC;1;5;1;27;0.013;88.41
719892;8;12V;0;5;1;33;0.040;88.41
719892;15;12V;0;5;1;27;0.021;88.41
719916;7;24;0;5;1;34;0.049;88.41
719946;25;06;0;5;1;25;0.012;88.42
719946;26;06;0;5;1;24;0.011;88.42
719946;27;06;0;5;1;27;0.015;88.41
719957;14;17C;1;5;2;25;0.016;88.42
719968;7;02;0;5;2;48;0.108;88.41
719968;8;02;0;5;2;37;0.052;88.41
719999;2;03;1;5;1;33;0.033;88.41
720178;5;10;0;5;1;38;0.056;88.41
720178;7;10;0;5;1;26;0.017;88.42
720178;10;10;0;5;1;26;0.017;88.42
720265;5;62;1;5;1;26;0.012;88.42
720338;3;10;0;5;1;72;0.260;39.29
720359;2;62;1;5;1;175;2.831;14.14
720378;2;10;1;5;2;328;3.900;14.55
720396;3;03;1;5;2;42;0.087;88.41
720397;10;61;1;C;2;139;1.738;14.14
720410;1;62;1;C;2;91;0.613;39.29
720410;2;62;1;C;2;65;0.258;88.39
720410;3;62;1;C;2;76;0.388;39.29
720410;4;62;1;C;2;57;0.180;88.40
720410;5;62;1;C;2;35;0.041;88.41
720410;6;62;1;5;2;75;0.375;39.29
720410;7;62;1;C;2;79;0.428;39.29
720410;8;62;1;C;2;78;0.415;39.29
720410;10;62;1;C;2;71;0.325;39.30
720410;11;62;1;C;2;71;0.325;39.29
720410;12;62;1;C;2;96;0.700;39.29
720410;13;62;1;5;2;42;0.074;88.41
720410;15;62;1;5;2;73;0.350;53.25
720410;16;62;1;C;2;96;0.700;39.29
720410;17;62;1;C;2;54;0.155;88.40
720410;18;62;1;C;2;76;0.388;39.29
720410;19;62;1;5;2;38;0.054;88.41
720519;13;62;1;5;2;25;0.010;88.42
720529;6;33B;0;5;1;34;0.037;150.79
720633;16;61;1;5;2;472;30.033;14.11
720633;19;61;1;5;2;93;0.649;39.29
720700;1;03;1;A;;124;1.230;14.14
720848;3;69JC;1;C;1;27;0.013;88.41
720850;2;03;1;5;1;25;0.013;88.42
720877;1;49AM;0;5;1;34;0.025;158.99
720877;2;49AM;0;5;1;27;0.013;157.03
720877;6;10;0;5;2;29;0.018;121.76
720877;15;22M;0;5;1;24;0.011;117.53
720936;2;64;1;C;2;71;0.325;39.29
720936;3;64;1;C;2;44;0.086;88.41
720968;2;62;1;C;2;113;1.043;39.28
720968;9;09;1;A;;33;0.032;88.41
720968;12;62;1;5;1;30;0.023;88.41
720968;13;62;1;C;2;78;0.415;39.29
720970;9;25M;1;A;;25;0.015;88.42
720970;12;49SR;1;C;1;28;0.015;88.41
720973;3;02;0;5;2;26;0.012;88.42
720973;11;02;0;5;1;31;0.026;88.41
720973;12;02;0;5;2;30;0.023;88.41
720973;18;02;0;5;2;43;0.074;88.41
721042;8;09;1;C;1;118;1.055;14.14
721043;4;03;0;5;2;28;0.016;88.41
721043;9;03;0;5;2;40;0.058;88.41
721052;7;02;0;5;2;37;0.053;88.41
721052;14;02;0;5;1;35;0.044;88.41
721058;6;13G;0;C;2;32;0.040;88.41
721097;6;11;0;5;1;33;0.038;88.41
721097;13;24;0;5;1;78;0.431;39.29
721097;14;24;0;5;1;73;0.367;39.29
721100;12;61;1;C;2;45;0.094;88.41
721104;4;02;1;5;1;228;4.138;18.65
721104;5;12V;1;5;1;29;0.028;88.41
721105;5;02;0;5;1;32;0.033;88.41
721230;2;05;0;5;1;35;0.026;88.41
721303;15;10;0;5;1;27;0.020;88.41
721303;16;10;0;5;1;36;0.048;88.41
721303;17;10;0;5;1;29;0.025;88.41
721303;18;10;0;5;2;25;0.015;88.42
721303;19;10;0;5;1;26;0.017;88.42
721303;20;10;0;5;1;24;0.012;88.42
721303;21;10;0;5;1;25;0.015;88.42
721303;24;10;0;5;2;24;0.012;88.42
721517;10;14;0;5;1;26;0.017;88.42
721678;1;41;1;5;2;36;0.043;88.41
721678;2;10;1;5;2;124;0.807;14.14
721678;8;10;0;5;2;46;0.090;88.41
721678;9;10;0;5;2;44;0.080;88.41
721715;6;13G;0;C;1;148;1.412;14.14
721715;7;13G;0;C;1;125;1.003;14.14
721727;6;57A;1;5;1;38;0.042;88.41
721727;9;57A;1;5;1;25;0.014;88.42
721727;10;57A;1;5;1;32;0.027;88.41
721834;4;62;1;C;2;82;0.471;39.29
721834;13;09;0;A;;86;0.444;39.29
721834;14;09;0;A;;107;0.742;39.28
721848;5;58;1;5;1;31;0.021;88.41
721848;15;58;1;5;1;99;0.509;39.29
721857;12;05;0;5;1;41;0.062;88.41
721886;9;09;1;C;1;130;1.315;19.99
722014;12;49SN;0;C;1;35;0.027;106.11
722096;17;05;0;5;1;27;0.017;88.41
722099;4;64;1;5;2;72;0.329;39.29
722124;1;02;0;C;2;30;0.026;88.41
722124;6;02;0;5;2;25;0.012;88.42
722124;10;62;1;5;2;26;0.015;88.42
722124;11;02;1;5;2;31;0.029;88.41
722238;5;25M;0;A;;37;0.042;88.41
722258;13;10;0;5;1;30;0.026;88.41
722270;4;22M;1;C;2;39;0.063;88.41
722337;3;05;0;5;2;25;0.013;88.42
722337;16;05;0;5;2;32;0.031;88.41
722387;2;10;0;5;1;68;0.229;93.20
722387;10;10;0;5;2;29;0.023;92.22
722387;21;10;0;5;2;62;0.185;139.72
722387;23;10;0;C;2;41;0.067;135.17
722408;7;61;1;5;1;72;0.319;39.29
722459;7;09;1;C;2;230;4.779;14.14
722464;1;03;0;5;2;33;0.031;88.41
722464;2;03;0;5;1;34;0.034;88.41
722464;16;03;0;5;1;24;0.007;88.42
722464;19;03;0;5;2;26;0.011;88.42
722470;5;61;1;C;1;95;0.684;39.29
722474;6;62;1;5;1;68;0.312;88.39
722474;11;62;1;5;2;37;0.055;88.41
722474;12;62;1;5;2;50;0.136;88.40
722474;17;62;1;5;2;47;0.114;88.41
722474;29;62;1;5;2;29;0.023;88.41
722474;33;62;1;C;2;54;0.168;88.40
722478;8;02;0;5;1;29;0.023;88.41
722505;3;61;1;5;1;58;0.201;109.48
722522;8;02;0;5;1;114;0.861;39.28
722558;7;15S;0;5;2;31;0.035;88.41
722587;5;24;1;5;1;34;0.049;88.41
722587;6;24;1;5;1;47;0.122;88.41
722600;5;22M;1;C;1;32;0.031;155.38
722600;6;22M;1;5;1;29;0.021;124.89
722600;8;22M;1;5;1;26;0.013;113.78
722665;5;52;1;5;2;67;0.170;88.39
722665;6;52;1;5;1;125;0.832;14.14
722666;2;03;0;5;1;44;0.092;88.41
722666;7;10;0;5;2;42;0.071;88.41
722666;10;10;0;5;2;25;0.013;88.42
722666;13;10;0;5;1;49;0.106;88.40
722666;14;10;0;5;2;25;0.013;88.42
722666;16;03;0;5;2;33;0.039;88.41
722666;18;03;0;5;1;50;0.129;88.40
722666;23;03;0;5;1;38;0.061;88.41
722705;5;11;0;C;2;26;0.016;88.42
722724;10;03;1;5;2;25;0.013;88.42
722731;16;12V;0;5;2;25;0.016;88.42
722732;11;03;0;5;2;27;0.019;88.41
722742;3;10;1;5;2;54;0.120;88.40
722742;5;10;1;5;2;42;0.063;88.41
722742;7;10;1;5;2;74;0.251;39.29
722742;8;10;1;5;1;49;0.095;88.40
722750;8;02;0;C;2;24;0.011;88.42
722758;7;52;1;A;;69;0.183;88.39
722758;9;52;1;5;1;89;0.350;39.29
722758;12;52;1;C;2;61;0.134;88.40
722758;13;52;1;C;2;60;0.128;88.40
722803;4;03;1;C;1;38;0.065;98.03
722803;6;24;1;C;2;67;0.298;95.15
722803;15;24;1;C;2;49;0.136;127.95
722804;1;10;0;5;1;34;0.039;88.41
722804;2;10;0;5;1;34;0.039;88.41
722804;3;10;0;5;1;39;0.058;97.26
722804;4;10;0;5;1;34;0.039;92.71
722804;6;10;0;5;1;25;0.013;88.42
722804;8;10;0;5;2;25;0.013;88.42
722804;10;10;0;5;2;26;0.015;88.42
722804;12;10;0;5;1;25;0.013;88.42
722804;13;10;0;5;1;27;0.018;88.41
722804;15;10;0;5;1;31;0.029;88.41
722804;16;10;0;5;1;26;0.015;88.42
722804;20;10;0;5;1;30;0.026;88.41
722804;21;10;0;5;1;40;0.062;88.41
722831;3;10;0;5;2;24;0.012;88.42
722831;5;10;0;5;1;25;0.015;88.42
722831;9;10;0;5;2;42;0.073;88.41
722831;11;10;0;5;2;40;0.064;88.41
722832;4;64;1;5;2;37;0.050;88.41
722832;7;64;1;5;1;42;0.074;94.19
722832;8;64;1;5;1;94;0.677;42.16
722832;12;64;1;5;1;54;0.154;242.88
722859;5;61;1;5;2;44;0.081;88.41
722859;12;61;1;5;2;31;0.026;88.41
722859;16;61;1;5;2;120;1.174;14.14
722859;18;61;1;C;2;167;2.647;14.14
722860;1;52;1;5;1;96;0.424;45.75
722875;3;73;1;5;2;54;0.142;98.48
722886;2;52;1;5;1;67;0.170;88.39
722886;5;69JC;1;5;1;32;0.020;88.41
722897;4;10;0;5;2;53;0.128;88.40
722897;5;10;0;5;2;41;0.067;88.41
722897;6;10;1;5;2;55;0.140;88.40
722899;3;10;0;5;1;141;1.034;14.14
722899;6;10;0;5;2;26;0.015;88.42
722899;8;10;0;5;1;39;0.058;88.41
722899;9;10;0;5;1;41;0.067;88.41
722899;10;10;0;C;1;35;0.043;88.41
722899;13;10;0;A;;36;0.046;88.41
722899;16;10;0;A;;26;0.015;88.42
722899;17;10;0;A;;29;0.023;88.41
722899;18;10;0;A;;26;0.015;88.42
722899;19;10;0;A;;34;0.039;88.41
722899;20;10;0;A;;38;0.054;88.41
722899;21;10;0;A;;48;0.100;88.41
722899;22;10;0;A;;36;0.046;88.41
722899;23;10;0;A;;38;0.054;88.41
722899;24;10;0;5;2;27;0.018;88.41
722899;25;10;0;A;;49;0.106;88.40
722899;26;10;0;A;;30;0.026;88.41
722899;27;10;0;A;;25;0.013;88.42
722899;28;10;0;A;;29;0.023;88.41
722899;29;10;0;5;2;40;0.062;88.41
722899;31;10;0;5;2;32;0.032;88.41
722899;32;10;0;5;2;31;0.029;88.41
722899;35;10;0;C;2;26;0.015;88.42
722899;37;10;0;5;1;60;0.172;88.40
722915;12;58;1;5;1;72;0.242;39.73
722917;5;10;0;5;1;24;0.012;88.81
722917;8;10;0;5;1;27;0.020;91.84
722917;9;10;0;5;1;25;0.015;88.42
722967;5;31;0;C;2;25;0.014;88.42
722967;17;23AM;1;5;1;38;0.040;88.41
722967;22;49RP;0;5;1;25;0.011;88.42
722974;6;14;0;5;1;75;0.345;39.55
722974;7;14;0;5;1;78;0.378;39.45
722974;11;14;0;5;1;64;0.238;88.39
722974;12;14;0;5;1;73;0.324;39.29
723047;19;62;1;C;2;49;0.118;88.40
723113;1;11;0;5;1;25;0.015;88.42
723113;13;11;0;5;1;26;0.017;88.42
723302;16;52;1;A;;134;0.993;14.14
723313;10;25M;1;A;;52;0.094;121.28
723321;18;03;1;5;2;31;0.033;88.41
723357;6;25M;1;C;2;36;0.040;88.41
723357;11;11;1;A;;33;0.038;88.41
723357;12;11;1;A;;25;0.015;88.42
723386;7;07;1;5;1;45;0.079;88.41
723421;2;52;1;5;2;38;0.056;88.41
723421;4;52;1;5;1;26;0.021;88.42
723421;5;52;1;5;1;33;0.039;88.41
723421;6;52;1;5;1;28;0.025;88.41
723433;3;10;0;5;2;153;1.304;14.14
723433;10;10;0;C;2;157;1.366;14.46
723447;5;02;1;5;2;139;1.343;14.14
723448;4;03;1;5;2;120;1.143;14.14
723453;1;12V;1;5;1;84;0.422;39.29
723497;13;49IA;0;A;;28;0.015;88.41
723497;14;49IA;0;A;;42;0.045;88.41
723497;15;49IA;0;A;;34;0.025;88.41
723497;16;11;1;A;;30;0.028;88.41
723497;19;02;1;A;;200;3.003;19.15
723497;20;14;1;A;;97;0.619;39.42
723497;21;11;1;A;;85;0.387;39.29
723547;10;10;0;5;1;32;0.034;88.41
723547;11;10;0;5;1;28;0.022;88.41
723547;17;10;0;5;2;25;0.015;88.42
723547;23;10;0;5;2;25;0.015;88.42
723547;31;10;0;5;1;24;0.012;88.42
723623;5;25E5;0;5;1;25;0.015;88.42
723623;8;25E5;0;5;1;24;0.014;88.42
723623;11;25E5;0;5;1;25;0.015;88.42
723655;2;03;1;5;2;38;0.056;88.41
723655;8;38AU;1;5;2;25;0.013;88.42
723657;9;03;1;5;2;140;1.611;14.14
723684;2;25M;1;5;2;33;0.032;90.84
723684;3;25M;1;5;1;52;0.094;91.93
723684;4;25M;0;5;2;26;0.017;89.09
723684;12;17C;1;5;2;25;0.016;88.42
723741;1;73;1;5;1;25;0.009;88.42
723741;7;73;1;5;1;34;0.034;88.41
723750;15;05;0;C;2;32;0.022;88.41
723750;16;05;0;5;2;47;0.067;88.41
723750;17;05;0;C;2;40;0.043;88.41
723750;18;05;0;5;2;42;0.049;88.41
723750;19;05;0;5;2;48;0.071;88.41
723806;2;24;0;C;2;29;0.023;88.41
723806;6;24;0;5;1;59;0.192;88.40
723806;10;24;1;5;1;30;0.026;88.41
723806;11;12V;1;C;1;28;0.019;88.41
723913;1;52;1;5;1;37;0.036;88.41
723913;14;52;1;5;2;65;0.157;88.39
723913;15;52;1;5;2;75;0.226;39.29
723913;20;52;1;5;2;27;0.015;88.41
723924;3;02;1;5;2;90;0.538;39.93
723933;5;10;0;5;1;43;0.067;88.41
723933;12;10;0;5;2;34;0.034;88.41
723933;16;10;0;5;2;32;0.028;88.41
723933;21;10;0;5;1;53;0.115;88.40
723954;2;10;0;5;2;57;0.153;88.40
723954;3;10;0;5;2;46;0.092;88.41
723954;5;10;0;5;2;62;0.186;88.40
723954;10;10;0;5;1;51;0.118;88.40
723954;18;10;0;5;1;102;0.526;39.28
723954;19;10;0;5;1;69;0.235;88.39
723954;20;10;1;5;2;25;0.015;88.42
723954;23;10;1;5;2;86;0.374;39.29
723977;17;06;0;5;1;29;0.016;88.41
723980;2;51;1;A;;75;0.308;39.29
723980;5;51;1;A;;75;0.308;39.29
724042;9;23AB;1;5;1;30;0.024;88.41
724042;13;52;1;5;1;36;0.048;88.41
724042;14;52;1;5;1;37;0.052;88.41
724042;21;52;1;5;1;35;0.045;88.41
724042;22;52;1;5;1;41;0.067;88.41
724042;24;52;1;5;1;26;0.021;88.42
724042;25;52;1;5;1;46;0.090;88.41
724064;2;62;1;5;1;36;0.045;88.41
724064;4;10;0;5;1;62;0.183;88.40
724064;5;10;0;C;1;91;0.432;39.29
724064;6;10;0;5;1;44;0.075;88.41
724105;8;52;1;5;1;31;0.033;88.41
724105;21;52;1;5;1;26;0.021;88.42
724114;3;12V;0;C;2;106;0.706;39.28
724118;10;49AM;0;5;2;26;0.013;89.25
724118;11;49AM;0;5;2;25;0.012;89.45
724155;14;62;1;5;1;30;0.023;88.41
724166;2;52;1;5;1;35;0.045;88.41
724167;2;10;1;5;2;65;0.224;88.39
724167;15;10;1;5;1;47;0.100;88.41
724221;7;10;0;5;2;33;0.036;88.41
724221;8;10;0;5;2;62;0.185;88.40
724221;10;10;0;C;2;36;0.046;88.41
724221;11;10;0;5;2;33;0.036;88.41
724221;14;10;0;C;1;38;0.054;88.41
724221;22;10;0;5;2;43;0.076;88.41
724221;27;10;0;5;2;84;0.363;39.29
724221;28;10;0;5;2;44;0.080;88.41
724221;34;10;0;5;1;40;0.062;88.41
724252;10;09;1;C;2;54;0.159;88.40
724252;14;11;0;C;2;28;0.023;88.41
724283;7;03;1;5;1;38;0.065;88.41
724319;2;05;0;5;2;39;0.040;88.41
724319;6;05;0;5;1;27;0.012;88.41
724336;6;52;1;C;2;56;0.148;88.40
724455;4;49AM;1;5;1;25;0.011;88.42
724455;7;22M;0;5;2;30;0.029;88.41
724465;1;13G;0;5;1;24;0.015;89.28
724465;4;13G;0;5;1;32;0.040;88.41
724465;15;13G;0;5;1;32;0.040;88.41
724465;16;13G;0;5;1;37;0.061;88.41
724490;2;61;1;A;;38;0.057;88.41
724490;9;61;1;C;1;25;0.013;88.42
724510;6;24;1;C;2;144;1.676;14.14
724510;9;24;0;5;1;30;0.026;88.41
724510;10;24;0;5;1;26;0.015;88.42
724510;11;24;1;5;1;30;0.026;88.41
724510;13;24;1;5;1;36;0.049;88.41
724510;15;31;0;5;1;24;0.013;88.42
724567;3;62;1;5;2;26;0.016;88.42
724567;4;62;1;C;2;50;0.128;88.40
724666;8;10;0;5;2;24;0.011;88.42
724666;9;10;0;5;2;25;0.013;88.42
724666;10;10;0;5;2;61;0.179;88.40
724666;14;10;0;5;2;30;0.026;88.41
724666;15;10;0;5;1;60;0.172;88.40
724666;16;10;0;5;2;49;0.106;88.40
724666;18;10;0;5;2;24;0.011;88.42
724666;19;10;0;5;1;50;0.111;88.40
724666;20;10;0;5;2;49;0.106;88.40
724666;21;10;0;5;2;24;0.011;88.42
724675;2;62;1;5;1;45;0.092;88.41
724675;3;62;1;5;1;28;0.018;88.41
724675;4;62;1;5;1;36;0.045;88.41
724675;8;09;1;C;1;45;0.086;88.41
724692;1;58;1;A;;86;0.369;39.29
724692;4;58;1;A;;131;0.956;14.14
724692;6;58;1;5;2;38;0.047;88.41
724692;7;58;1;5;2;72;0.242;39.29
724692;8;58;1;A;;93;0.443;39.29
724692;13;62;1;5;1;62;0.208;88.40
724709;11;31;0;5;2;24;0.013;88.42
724777;14;51;1;A;;57;0.149;88.40
724777;15;51;1;A;;39;0.050;88.41
724856;4;03;1;5;1;32;0.035;88.41
724856;10;03;1;5;2;42;0.081;88.41
724864;4;51;1;5;1;262;6.096;14.14
724867;25;25B;1;5;2;63;0.145;88.39
724877;7;10;0;5;2;36;0.046;88.41
724877;10;10;0;5;2;29;0.023;88.41
724929;5;52;0;5;2;73;0.211;44.67
725015;3;25M;1;5;1;104;0.430;47.80
725046;3;10;0;5;2;70;0.242;88.39
725046;5;10;0;5;2;39;0.060;88.41
725046;9;10;0;5;2;63;0.192;88.39
725046;12;10;0;5;1;47;0.097;88.41
725046;15;10;0;5;2;41;0.069;88.41
725046;18;10;0;5;1;80;0.322;39.29
725046;19;10;0;5;2;79;0.313;39.29
725046;20;10;0;5;2;69;0.235;88.39
725046;21;10;0;5;2;74;0.273;39.29
725046;31;10;0;5;1;24;0.012;88.42
725046;32;10;0;5;2;28;0.022;88.41
725084;4;14;0;A;;96;0.604;39.29
725098;1;10;0;5;1;29;0.025;88.41
725098;5;10;0;5;2;26;0.017;88.42
725098;7;10;0;5;2;28;0.022;88.41
725115;2;10;0;C;2;168;1.433;14.14
725115;3;02;1;5;2;66;0.241;88.39
725115;16;10;0;5;1;38;0.054;88.41
725115;17;10;0;5;1;40;0.062;88.41
725132;2;05;1;5;2;42;0.066;88.41
725138;1;05;1;C;2;25;0.013;88.42
725138;6;05;0;5;2;30;0.025;88.41
725138;17;05;0;5;1;31;0.028;88.41
725138;27;05;1;5;1;32;0.031;88.41
725189;16;52;1;C;2;67;0.170;88.39
725274;4;10;0;5;2;27;0.020;88.41
725274;5;10;0;5;2;26;0.017;88.42
725274;6;10;0;5;2;30;0.028;88.41
725274;7;10;0;5;2;25;0.015;88.42
725274;8;10;0;5;2;26;0.017;88.42
725274;9;10;0;5;2;35;0.045;88.41
725274;11;10;0;5;2;36;0.048;88.41
725274;13;10;0;5;2;25;0.015;88.42
725274;15;10;0;5;2;37;0.052;88.41
725274;17;10;0;5;2;50;0.113;88.40
725274;19;10;0;5;2;29;0.025;88.41
725274;21;10;0;5;2;26;0.017;88.42
725274;22;10;0;5;2;26;0.017;88.42
725274;23;10;0;5;2;27;0.020;88.41
725274;24;10;0;5;2;34;0.041;88.41
725274;26;10;0;5;1;29;0.025;88.41
725274;27;10;0;5;1;28;0.022;88.41
725274;28;10;0;5;1;26;0.017;88.42
725274;31;10;0;5;2;30;0.028;88.41
725274;32;10;0;5;2;37;0.052;88.41
725274;34;10;0;5;2;26;0.017;88.42
725288;7;52;1;C;2;80;0.358;39.29
725291;6;03;1;C;1;30;0.029;88.41
725291;13;49AM;1;C;2;25;0.012;88.42
725291;19;31;0;5;1;27;0.017;98.86
725291;20;23PM;1;C;2;80;0.255;49.93
725307;2;10;0;5;2;32;0.032;88.41
725307;5;10;0;5;2;28;0.020;88.41
725307;11;10;0;5;2;26;0.015;114.84
725307;15;10;0;5;2;44;0.080;124.51
725307;16;10;0;5;2;25;0.013;131.68
725307;22;10;0;5;2;33;0.036;88.41
725307;24;10;0;5;2;24;0.011;88.42
725307;26;10;0;5;2;37;0.050;88.41
725307;27;10;0;5;2;43;0.076;88.41
725318;5;02;0;C;2;27;0.017;88.41
725318;10;02;0;5;2;32;0.032;88.41
725329;16;19;1;C;2;237;5.517;27.76
725329;17;17C;0;5;2;34;0.048;171.17
725358;5;11;1;5;2;31;0.032;88.41
725379;18;61;1;5;1;40;0.060;88.41
725379;20;61;1;5;1;25;0.010;88.42
725379;23;61;1;C;1;35;0.039;88.41
725379;25;12V;0;5;2;36;0.045;88.41
725379;28;61;1;C;2;38;0.051;88.41
725380;7;23AB;0;C;2;67;0.169;88.39
725391;6;10;0;5;1;33;0.038;88.41
725391;9;10;0;5;1;25;0.015;88.42
725391;10;10;0;5;1;25;0.015;88.42
725391;11;10;0;5;1;28;0.022;88.41
725391;28;10;0;5;1;35;0.045;88.41
725391;30;10;0;5;1;35;0.045;88.41
725391;31;10;0;5;1;27;0.020;88.41
725391;33;10;0;5;1;34;0.041;88.41
725414;10;61;1;C;2;132;1.534;14.14
725414;12;61;1;C;2;114;1.074;39.28
725446;1;61;1;5;2;33;0.036;102.95
725451;7;03;1;C;2;32;0.035;88.41
725451;13;03;1;5;2;39;0.065;88.41
725451;15;03;1;5;2;31;0.032;88.41
725469;19;02;1;5;2;90;0.502;39.29
725491;12;15S;1;5;1;44;0.096;88.41
725500;5;05;0;5;2;73;0.242;39.29
725526;5;03;1;5;2;74;0.376;39.29
725537;18;74J;1;5;2;42;0.080;88.41
725537;22;74J;1;5;1;53;0.159;88.40
725537;25;74J;1;5;1;84;0.553;39.29
725571;14;52;1;5;2;38;0.039;88.41
725594;3;57A;1;5;2;72;0.193;39.29
725606;5;02;1;5;2;24;0.008;88.42
725606;9;12P;0;5;1;48;0.117;88.41
725632;4;25M;1;C;1;41;0.054;88.41
725663;9;02;1;5;1;82;0.405;44.23
725714;1;10;1;5;1;26;0.017;88.42
725714;2;10;1;5;1;29;0.025;88.41
725714;4;10;1;5;1;24;0.012;88.42
725714;6;10;0;5;1;28;0.022;88.41
725714;8;10;0;5;1;25;0.015;88.42
725714;17;10;0;5;2;25;0.015;88.42
725714;18;10;0;5;2;27;0.020;88.41
725714;30;10;0;5;1;34;0.041;88.41
725714;31;10;0;5;1;35;0.045;88.41
725803;11;62;1;C;2;73;0.350;39.29
725838;6;10;0;5;2;24;0.008;88.42
725859;22;61;1;C;2;158;2.363;14.14
725859;25;61;1;5;1;24;0.011;88.42
725903;3;02;1;5;2;29;0.023;88.41
725903;9;02;0;5;2;31;0.029;88.41
725923;1;61;1;A;;24;0.009;88.42
725923;2;61;1;A;;36;0.043;88.41
725923;3;61;1;A;;72;0.319;39.29
725923;5;61;1;C;2;130;1.432;14.14
725923;19;61;1;A;;34;0.036;88.41
725945;11;17C;0;C;1;55;0.171;88.40
725949;1;63;1;C;2;26;0.008;88.42
725979;6;10;0;5;2;58;0.160;99.22
725979;7;10;0;5;2;73;0.265;48.76
725979;12;12V;0;5;2;36;0.050;88.41
725979;15;10;0;5;2;51;0.118;88.40
725979;19;10;0;5;2;24;0.012;88.42
725979;20;10;0;5;2;87;0.383;39.29
725979;21;10;0;5;2;36;0.048;88.41
725979;23;10;0;5;2;36;0.048;88.41
726009;13;31;0;5;2;28;0.019;88.41
726012;2;03;1;5;2;57;0.156;88.40
726012;13;02;1;5;2;58;0.165;88.40
726048;9;69JC;1;5;1;26;0.012;88.42
726050;3;41;1;5;2;75;0.265;39.29
726050;11;11;0;5;2;24;0.012;88.42
726172;1;49AM;0;A;;68;0.169;88.39
726177;6;31;0;5;2;27;0.017;88.41
726177;13;31;0;5;1;32;0.026;88.41
726190;7;03;1;5;2;27;0.019;88.41
726190;8;03;1;5;2;24;0.011;88.42
726190;16;03;0;5;2;35;0.047;88.41
726190;23;03;1;5;2;31;0.032;88.41
726190;24;03;1;5;2;27;0.019;88.41
726211;12;10;1;5;2;160;1.414;14.14
726221;11;52;1;A;;37;0.036;88.41
726257;6;09;1;C;2;129;1.144;14.14
726257;13;09;1;C;2;32;0.030;88.41
726257;14;09;1;A;;58;0.169;88.40
726257;15;09;1;A;;44;0.081;88.41
726257;16;61;1;A;;136;1.600;14.14
726257;18;61;1;A;;142;1.780;14.14
726264;8;63;1;C;1;43;0.076;88.41
726264;12;63;1;5;1;42;0.071;88.41
726301;7;11;0;5;1;29;0.025;88.41
726359;10;52;1;5;1;62;0.139;88.40
726419;7;10;0;C;1;35;0.043;88.41
726443;7;52;1;C;2;29;0.019;88.41
726443;10;62;1;C;2;155;2.208;14.14
726443;12;52;1;5;2;28;0.017;88.41
726443;16;52;1;5;1;69;0.183;88.39
726446;12;02;1;5;1;121;1.049;14.14
726515;8;17C;0;5;1;26;0.014;88.42
726515;14;15S;0;C;2;34;0.041;88.41
726515;17;02;0;C;2;28;0.017;88.41
726515;20;02;1;C;1;63;0.203;88.39
726535;1;12V;1;5;1;44;0.093;88.41
726535;6;02;1;5;2;54;0.156;88.40
726535;11;02;0;5;2;30;0.025;88.41
726590;4;10;0;5;1;32;0.032;88.41
726664;7;64;1;5;1;35;0.040;88.41
726664;12;64;1;5;1;26;0.013;88.42
726664;17;64;1;A;;66;0.260;88.39
726705;3;33N;1;C;2;224;3.589;14.14
726705;5;18C;1;5;1;73;0.278;39.29
726705;6;18C;1;5;1;111;0.798;39.28
726724;1;10;0;C;2;245;2.225;14.14
726763;12;03;1;5;1;103;0.742;39.28
726764;20;02;1;5;2;30;0.025;101.49
726783;3;20G;1;C;2;89;0.504;39.29
726783;9;49AM;0;5;1;48;0.064;88.41
726783;10;49AM;0;5;1;45;0.054;88.41
726824;18;03;0;C;2;32;0.035;88.41
726827;6;10;0;5;1;24;0.011;88.42
726862;1;64;1;5;1;44;0.083;88.41
726862;3;64;1;C;1;55;0.158;88.40
726862;4;64;1;5;1;52;0.135;88.40
726862;14;64;1;C;2;39;0.057;88.41
726862;18;64;1;5;2;30;0.023;88.41
726862;20;64;1;C;2;52;0.135;88.40
726862;23;64;1;5;1;44;0.083;88.41
726862;26;64;1;5;1;53;0.142;88.40
726862;29;64;1;5;1;74;0.354;39.29
726862;30;64;1;C;1;85;0.509;39.29
726862;33;64;1;C;1;74;0.354;39.29
726862;40;64;1;C;2;53;0.142;88.40
726862;43;64;1;C;2;38;0.053;88.41
726862;44;64;1;C;2;58;0.183;88.40
726880;6;23AB;0;5;1;28;0.018;88.41
